,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,,2026,,,,,Grand Total,,,,
SAVOIRFAIR,Sté Coop. Savoir-Faire le Locle,6709,1'370.80,1'476.50,1'476.50,0.00,0.00,396.00,426.55,426.55,0.00,0.00,2'500.00,2'692.55,2'692.55,0.00,0.00,2'500.00,2'692.50,2'692.50,0.00,0.00,2'500.00,2'692.60,2'692.60,0.00,0.00,2'642.50,2'846.15,2'846.15,0.00,0.00,2'500.00,2'692.55,2'692.55,0.00,0.00,2'151.20,2'316.80,2'316.80,0.00,0.00,2'680.75,2'887.30,2'887.30,0.00,0.00,1'958.15,2'108.90,2'108.90,0.00,0.00,1'563.95,1'684.40,1'684.40,0.00,0.00,1'305.30,1'405.80,1'405.80,0.00,0.00,24'068.65,25'922.60,25'922.60,0.00,0.00,1'394.25,1'501.55,1'501.55,0.00,0.00,4'800.45,5'170.00,5'170.00,0.00,0.00,3'605.75,3'883.45,3'883.45,0.00,0.00,2'500.00,2'692.45,2'692.45,0.00,0.00,2'500.00,2'692.40,2'692.40,0.00,0.00,2'500.00,2'692.55,2'692.55,0.00,0.00,2'500.00,2'692.70,2'692.70,0.00,0.00,2'500.00,2'692.50,2'692.50,0.00,0.00,2'500.00,2'692.55,2'692.55,0.00,0.00,2'500.00,2'692.70,2'692.70,0.00,0.00,2'500.00,2'692.50,2'692.50,0.00,0.00,2'500.00,2'692.50,2'692.50,0.00,0.00,32'300.45,34'787.85,34'787.85,0.00,0.00,2'500.00,2'702.30,2'702.30,0.00,0.00,2'500.00,2'702.40,2'702.40,0.00,0.00,1'394.25,1'507.05,1'507.05,0.00,0.00,2'500.00,2'702.35,2'702.35,0.00,0.00,2'735.05,2'956.30,2'956.30,0.00,0.00,2'500.00,2'702.35,2'702.35,0.00,0.00,2'964.20,3'204.30,3'204.30,0.00,0.00,2'500.00,2'702.45,2'702.45,0.00,0.00,2'605.00,2'816.05,2'816.05,0.00,0.00,2'500.00,2'702.45,2'702.45,0.00,0.00,2'500.00,2'702.65,2'702.65,0.00,0.00,2'500.00,2'702.45,2'702.45,0.00,0.00,29'698.50,32'103.10,32'103.10,0.00,0.00,2'500.00,2'702.50,2'702.50,0.00,0.00,2'500.00,2'702.50,2'702.50,0.00,0.00,2'500.00,2'702.35,2'702.35,0.00,0.00,2'500.00,2'702.35,2'702.35,0.00,0.00,2'500.00,2'702.45,2'702.45,0.00,0.00,2'692.40,2'910.35,2'910.35,0.00,0.00,2'500.00,2'702.30,2'702.30,0.00,0.00,2'505.85,2'708.80,2'708.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,20'198.25,21'833.60,21'833.60,0.00,0.00,,,,,,106'265.85,114'647.15,114'647.15,0.00,0.00
SOURCES,GSTAAD 3000 AG,6726,4'374.75,4'711.70,4'711.70,0.00,0.00,3'246.30,3'496.35,3'496.35,0.00,0.00,5'233.60,5'636.65,5'636.65,0.00,0.00,1'398.65,1'506.35,1'506.35,0.00,0.00,1'306.65,1'407.30,1'407.30,0.00,0.00,2'211.60,2'382.00,2'382.00,0.00,0.00,3'172.95,3'417.40,3'417.40,0.00,0.00,4'551.15,4'901.75,4'901.75,0.00,0.00,3'002.75,3'234.05,3'234.05,0.00,0.00,1'403.95,1'512.10,1'512.10,0.00,0.00,1'191.70,1'283.45,1'283.45,0.00,0.00,3'326.00,3'582.25,3'582.25,0.00,0.00,34'420.05,37'071.35,37'071.35,0.00,0.00,5'381.10,5'795.50,5'795.50,0.00,0.00,3'813.90,4'107.55,4'107.55,0.00,0.00,3'852.75,4'149.55,4'149.55,0.00,0.00,1'131.30,1'218.40,1'218.40,0.00,0.00,2'849.90,3'069.25,3'069.25,0.00,0.00,3'542.90,3'815.50,3'815.50,0.00,0.00,4'085.75,4'400.40,4'400.40,0.00,0.00,3'810.95,4'104.40,4'104.40,0.00,0.00,3'990.35,4'297.60,4'297.60,0.00,0.00,3'280.50,3'533.00,3'533.00,0.00,0.00,2'039.05,2'196.00,2'196.00,0.00,0.00,3'807.10,4'100.40,4'100.40,0.00,0.00,41'585.55,44'787.55,44'787.55,0.00,0.00,6'356.90,6'871.75,6'871.75,0.00,0.00,5'076.35,5'487.55,5'487.55,0.00,0.00,4'026.65,4'352.80,4'352.80,0.00,0.00,2'181.00,2'357.65,2'357.65,0.00,0.00,2'095.30,2'265.00,2'265.00,0.00,0.00,2'824.55,3'053.25,3'053.25,0.00,0.00,3'416.70,3'693.45,3'693.45,0.00,0.00,5'286.35,5'714.50,5'714.50,0.00,0.00,2'869.50,3'102.05,3'102.05,0.00,0.00,3'700.35,4'000.20,4'000.20,0.00,0.00,1'622.35,1'753.85,1'753.85,0.00,0.00,4'017.00,4'342.40,4'342.40,0.00,0.00,43'473.00,46'994.45,46'994.45,0.00,0.00,5'911.95,6'390.80,6'390.80,0.00,0.00,5'777.85,6'245.95,6'245.95,0.00,0.00,4'722.20,5'104.90,5'104.90,0.00,0.00,3'839.95,4'150.95,4'150.95,0.00,0.00,2'004.25,2'166.60,2'166.60,0.00,0.00,3'135.85,3'389.95,3'389.95,0.00,0.00,3'588.40,3'879.10,3'879.10,0.00,0.00,4'394.50,4'750.45,4'750.45,0.00,0.00,3'477.45,3'759.15,3'759.15,0.00,0.00,2'978.10,3'219.40,3'219.40,0.00,0.00,946.20,1'022.75,1'022.75,0.00,0.00,3'222.55,3'483.65,3'483.65,0.00,0.00,43'999.25,47'563.65,47'563.65,0.00,0.00,5'532.20,5'980.30,5'980.30,0.00,0.00,169'010.05,182'397.30,182'397.30,0.00,0.00
SP.FIGURES,Special Figures SA,6783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'219.00,1'312.85,1'312.85,0.00,0.00,1'219.00,1'312.85,1'312.85,0.00,0.00,1'177.50,1'272.95,1'272.95,0.00,0.00,1'573.40,1'700.90,1'700.90,0.00,0.00,743.00,803.15,803.15,0.00,0.00,994.90,1'075.40,1'075.40,0.00,0.00,,,,,,329.00,355.65,355.65,0.00,0.00,799.70,864.55,864.55,0.00,0.00,712.50,770.20,770.20,0.00,0.00,445.00,481.15,481.15,0.00,0.00,579.70,626.65,626.65,0.00,0.00,172.90,186.90,186.90,0.00,0.00,,,,,,7'527.60,8'137.50,8'137.50,0.00,0.00,2'105.60,2'276.05,2'276.05,0.00,0.00,1'634.20,1'766.60,1'766.60,0.00,0.00,943.50,1'019.85,1'019.85,0.00,0.00,1'310.90,1'417.25,1'417.25,0.00,0.00,,,,,,429.65,464.45,464.45,0.00,0.00,740.95,801.00,801.00,0.00,0.00,329.65,356.45,356.45,0.00,0.00,679.95,735.05,735.05,0.00,0.00,593.75,641.90,641.90,0.00,0.00,134.20,145.10,145.10,0.00,0.00,353.15,381.80,381.80,0.00,0.00,9'255.50,10'005.50,10'005.50,0.00,0.00,1'515.10,1'637.90,1'637.90,0.00,0.00,19'517.20,21'093.75,21'093.75,0.00,0.00
STAFF VICT,Villars Palace Hotels & Academy,6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'310.30,2'497.45,2'497.45,0.00,0.00,446.60,482.75,482.75,0.00,0.00,459.40,496.60,496.60,0.00,0.00,138.15,149.35,149.35,0.00,0.00,566.50,612.40,612.40,0.00,0.00,948.50,1'025.30,1'025.30,0.00,0.00,572.95,619.30,619.30,0.00,0.00,658.95,712.30,712.30,0.00,0.00,114.95,124.25,124.25,0.00,0.00,240.75,260.25,260.25,0.00,0.00,492.65,532.55,532.55,0.00,0.00,6'949.70,7'512.50,7'512.50,0.00,0.00,472.65,510.90,510.90,0.00,0.00,7'422.35,8'023.40,8'023.40,0.00,0.00
STAMOURCRA,SCT LA BERGERE SA,6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4'926.30,5'325.25,5'325.25,0.00,0.00,4'926.30,5'325.25,5'325.25,0.00,0.00,3'892.05,4'207.25,4'207.25,0.00,0.00,4'253.75,4'598.25,4'598.25,0.00,0.00,2'351.95,2'542.45,2'542.45,0.00,0.00,897.95,970.65,970.65,0.00,0.00,,,,,,,,,,,2'245.85,2'427.65,2'427.65,0.00,0.00,1'511.15,1'633.55,1'633.55,0.00,0.00,,,,,,,,,,,,,,,,1'889.60,2'042.90,2'042.90,0.00,0.00,17'042.30,18'422.70,18'422.70,0.00,0.00,1'299.45,1'404.70,1'404.70,0.00,0.00,23'268.05,25'152.65,25'152.65,0.00,0.00
STAMOURGST,SCT LA BERGERE SA,6809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'089.50,3'339.80,3'339.80,0.00,0.00,3'089.50,3'339.80,3'339.80,0.00,0.00,3'831.65,4'141.95,4'141.95,0.00,0.00,3'988.35,4'311.40,4'311.40,0.00,0.00,2'946.75,3'185.45,3'185.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'333.80,2'522.90,2'522.90,0.00,0.00,13'100.55,14'161.70,14'161.70,0.00,0.00,2'126.85,2'299.25,2'299.25,0.00,0.00,18'316.90,19'800.75,19'800.75,0.00,0.00
ST-GERVAIS,HCM Sàrl,518,2'244.45,2'417.30,2'417.30,0.00,0.00,2'122.80,2'286.30,2'286.30,0.00,0.00,3'021.40,3'254.05,3'254.05,0.00,0.00,2'142.85,2'307.85,2'307.85,0.00,0.00,3'000.90,3'232.00,3'232.00,0.00,0.00,2'819.70,3'036.85,3'036.85,0.00,0.00,3'121.65,3'362.05,3'362.05,0.00,0.00,1'961.25,2'112.30,2'112.30,0.00,0.00,2'518.65,2'712.55,2'712.55,0.00,0.00,3'173.65,3'417.95,3'417.95,0.00,0.00,2'086.20,2'246.85,2'246.85,0.00,0.00,1'613.15,1'737.35,1'737.35,0.00,0.00,29'826.65,32'123.40,32'123.40,0.00,0.00,1'721.90,1'854.50,1'854.50,0.00,0.00,1'607.90,1'731.70,1'731.70,0.00,0.00,3'345.25,3'602.80,3'602.80,0.00,0.00,2'086.50,2'247.20,2'247.20,0.00,0.00,3'684.30,3'968.00,3'968.00,0.00,0.00,3'280.90,3'533.50,3'533.50,0.00,0.00,4'145.35,4'464.60,4'464.60,0.00,0.00,3'017.70,3'250.05,3'250.05,0.00,0.00,2'723.50,2'933.25,2'933.25,0.00,0.00,3'146.15,3'388.40,3'388.40,0.00,0.00,2'733.70,2'944.25,2'944.25,0.00,0.00,1'721.70,1'854.30,1'854.30,0.00,0.00,33'214.85,35'772.55,35'772.55,0.00,0.00,2'029.80,2'194.25,2'194.25,0.00,0.00,1'653.90,1'787.90,1'787.90,0.00,0.00,2'786.40,3'012.15,3'012.15,0.00,0.00,2'428.50,2'625.15,2'625.15,0.00,0.00,3'668.70,3'965.85,3'965.85,0.00,0.00,2'791.90,3'018.05,3'018.05,0.00,0.00,2'986.20,3'228.10,3'228.10,0.00,0.00,2'504.70,2'707.60,2'707.60,0.00,0.00,2'777.60,3'002.65,3'002.65,0.00,0.00,3'198.10,3'457.20,3'457.20,0.00,0.00,2'217.40,2'397.10,2'397.10,0.00,0.00,2'032.40,2'197.05,2'197.05,0.00,0.00,31'075.60,33'593.05,33'593.05,0.00,0.00,1'800.30,1'946.15,1'946.15,0.00,0.00,2'542.20,2'748.00,2'748.00,0.00,0.00,2'395.40,2'589.45,2'589.45,0.00,0.00,2'638.10,2'851.85,2'851.85,0.00,0.00,2'853.30,3'084.45,3'084.45,0.00,0.00,3'361.70,3'634.00,3'634.00,0.00,0.00,3'009.10,3'252.80,3'252.80,0.00,0.00,2'462.20,2'661.70,2'661.70,0.00,0.00,2'874.00,3'106.70,3'106.70,0.00,0.00,2'535.90,2'741.30,2'741.30,0.00,0.00,1'946.60,2'104.25,2'104.25,0.00,0.00,1'626.60,1'758.35,1'758.35,0.00,0.00,30'045.40,32'479.00,32'479.00,0.00,0.00,1'794.40,1'939.75,1'939.75,0.00,0.00,125'956.90,135'907.75,135'907.75,0.00,0.00
SWISS TECH,Sté pour le Quartier Nord de L'EPFL,46,3'933.10,4'235.95,4'235.95,0.00,0.00,4'104.00,4'420.00,4'420.00,0.00,0.00,6'007.60,6'470.20,6'470.20,0.00,0.00,5'495.95,5'919.15,5'919.15,0.00,0.00,8'387.55,9'033.40,9'033.40,0.00,0.00,8'952.30,9'641.70,9'641.70,0.00,0.00,7'412.15,7'982.90,7'982.90,0.00,0.00,6'892.50,7'423.25,7'423.25,0.00,0.00,8'877.15,9'560.65,9'560.65,0.00,0.00,8'523.80,9'180.10,9'180.10,0.00,0.00,8'891.70,9'576.45,9'576.45,0.00,0.00,5'320.40,5'730.00,5'730.00,0.00,0.00,82'798.20,89'173.75,89'173.75,0.00,0.00,4'558.45,4'909.50,4'909.50,0.00,0.00,6'638.60,7'149.70,7'149.70,0.00,0.00,6'345.45,6'834.15,6'834.15,0.00,0.00,6'293.05,6'777.65,6'777.65,0.00,0.00,10'471.95,11'278.30,11'278.30,0.00,0.00,9'959.85,10'726.70,10'726.70,0.00,0.00,10'072.30,10'847.85,10'847.85,0.00,0.00,9'644.00,10'386.50,10'386.50,0.00,0.00,9'356.15,10'076.60,10'076.60,0.00,0.00,10'266.55,11'056.95,11'056.95,0.00,0.00,8'293.05,8'931.60,8'931.60,0.00,0.00,5'375.55,5'789.45,5'789.45,0.00,0.00,97'274.95,104'764.95,104'764.95,0.00,0.00,1'309.00,1'415.05,1'415.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'309.00,1'415.05,1'415.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181'382.15,195'353.75,195'353.75,0.00,0.00
TONI KÜPFE,Toni Küpfer SA,6735,242.50,261.30,261.30,0.00,0.00,362.90,390.95,390.95,0.00,0.00,381.00,410.60,410.60,0.00,0.00,289.00,311.35,311.35,0.00,0.00,235.50,253.75,253.75,0.00,0.00,282.90,304.85,304.85,0.00,0.00,211.00,227.35,227.35,0.00,0.00,204.30,220.10,220.10,0.00,0.00,152.00,163.75,163.75,0.00,0.00,226.40,243.85,243.85,0.00,0.00,313.30,337.55,337.55,0.00,0.00,208.00,224.10,224.10,0.00,0.00,3'108.80,3'349.50,3'349.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'108.80,3'349.50,3'349.50,0.00,0.00
TORGONALPI,TORGON ALPINE EXPERIENCE,6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.50,1'019.90,1'019.90,0.00,0.00,1'354.65,1'464.40,1'464.40,0.00,0.00,1'545.85,1'671.10,1'671.10,0.00,0.00,,,,,,,,,,,,,,,,931.50,1'006.95,1'006.95,0.00,0.00,,,,,,766.55,828.65,828.65,0.00,0.00,564.35,610.05,610.05,0.00,0.00,1'094.20,1'182.85,1'182.85,0.00,0.00,,,,,,7'200.60,7'783.90,7'783.90,0.00,0.00,1'235.50,1'335.60,1'335.60,0.00,0.00,2'631.20,2'844.50,2'844.50,0.00,0.00,3'019.70,3'264.35,3'264.35,0.00,0.00,2'311.70,2'498.95,2'498.95,0.00,0.00,793.50,857.85,857.85,0.00,0.00,2'297.15,2'483.25,2'483.25,0.00,0.00,1'428.85,1'544.65,1'544.65,0.00,0.00,1'561.40,1'687.90,1'687.90,0.00,0.00,801.20,866.10,866.10,0.00,0.00,,,,,,,,,,,554.05,598.90,598.90,0.00,0.00,16'634.25,17'982.05,17'982.05,0.00,0.00,352.05,380.60,380.60,0.00,0.00,24'186.90,26'146.55,26'146.55,0.00,0.00
TORRE,Restaurant La Torre,463,311.35,335.30,335.30,0.00,0.00,400.00,430.85,430.85,0.00,0.00,320.20,344.95,344.95,0.00,0.00,271.90,292.85,292.85,0.00,0.00,181.20,195.20,195.20,0.00,0.00,266.95,287.50,287.50,0.00,0.00,181.40,195.40,195.40,0.00,0.00,,,,,,562.10,605.55,605.55,0.00,0.00,321.30,346.15,346.15,0.00,0.00,271.50,292.50,292.50,0.00,0.00,266.40,287.00,287.00,0.00,0.00,3'354.30,3'613.25,3'613.25,0.00,0.00,441.30,475.30,475.30,0.00,0.00,325.80,350.90,350.90,0.00,0.00,425.90,458.75,458.75,0.00,0.00,310.60,334.60,334.60,0.00,0.00,323.50,348.45,348.45,0.00,0.00,421.00,453.45,453.45,0.00,0.00,323.50,348.45,348.45,0.00,0.00,210.30,226.50,226.50,0.00,0.00,320.00,344.65,344.65,0.00,0.00,416.80,448.90,448.90,0.00,0.00,278.20,299.70,299.70,0.00,0.00,322.30,347.15,347.15,0.00,0.00,4'119.20,4'436.80,4'436.80,0.00,0.00,414.50,448.10,448.10,0.00,0.00,357.80,386.75,386.75,0.00,0.00,307.40,332.35,332.35,0.00,0.00,259.30,280.30,280.30,0.00,0.00,301.30,325.70,325.70,0.00,0.00,243.00,262.70,262.70,0.00,0.00,264.00,285.35,285.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,2'147.30,2'321.25,2'321.25,0.00,0.00,194.00,209.70,209.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.00,209.70,209.70,0.00,0.00,,,,,,9'814.80,10'581.00,10'581.00,0.00,0.00
TOURELLES,MANO SARL,38,2'800.60,3'016.30,3'016.30,0.00,0.00,3'094.85,3'333.20,3'333.20,0.00,0.00,3'558.90,3'832.90,3'832.90,0.00,0.00,3'222.35,3'470.50,3'470.50,0.00,0.00,3'244.55,3'494.40,3'494.40,0.00,0.00,3'636.65,3'916.65,3'916.65,0.00,0.00,3'533.10,3'805.15,3'805.15,0.00,0.00,3'037.40,3'271.25,3'271.25,0.00,0.00,3'492.35,3'761.30,3'761.30,0.00,0.00,3'499.85,3'769.35,3'769.35,0.00,0.00,2'534.90,2'730.05,2'730.05,0.00,0.00,3'093.55,3'331.75,3'331.75,0.00,0.00,38'749.05,41'732.80,41'732.80,0.00,0.00,2'894.90,3'117.80,3'117.80,0.00,0.00,3'052.60,3'287.65,3'287.65,0.00,0.00,4'114.90,4'431.75,4'431.75,0.00,0.00,3'455.30,3'721.30,3'721.30,0.00,0.00,3'925.90,4'228.30,4'228.30,0.00,0.00,4'470.50,4'814.75,4'814.75,0.00,0.00,4'489.70,4'835.40,4'835.40,0.00,0.00,4'739.10,5'104.05,5'104.05,0.00,0.00,4'180.50,4'502.45,4'502.45,0.00,0.00,4'516.30,4'864.05,4'864.05,0.00,0.00,4'544.30,4'894.20,4'894.20,0.00,0.00,2'715.00,2'924.05,2'924.05,0.00,0.00,47'099.00,50'725.75,50'725.75,0.00,0.00,2'783.00,3'008.45,3'008.45,0.00,0.00,4'270.35,4'616.30,4'616.30,0.00,0.00,3'749.10,4'052.80,4'052.80,0.00,0.00,4'307.70,4'656.65,4'656.65,0.00,0.00,4'788.40,5'176.35,5'176.35,0.00,0.00,3'597.90,3'889.30,3'889.30,0.00,0.00,5'207.35,5'629.20,5'629.20,0.00,0.00,4'524.60,4'891.15,4'891.15,0.00,0.00,4'789.25,5'177.15,5'177.15,0.00,0.00,4'549.95,4'918.55,4'918.55,0.00,0.00,3'726.10,4'027.85,4'027.85,0.00,0.00,2'798.60,3'025.25,3'025.25,0.00,0.00,49'092.30,53'069.00,53'069.00,0.00,0.00,3'761.60,4'066.30,4'066.30,0.00,0.00,3'471.50,3'752.75,3'752.75,0.00,0.00,3'430.35,3'708.15,3'708.15,0.00,0.00,3'798.45,4'106.10,4'106.10,0.00,0.00,4'012.15,4'337.10,4'337.10,0.00,0.00,4'311.10,4'660.30,4'660.30,0.00,0.00,4'602.25,4'975.20,4'975.20,0.00,0.00,4'060.90,4'389.90,4'389.90,0.00,0.00,4'240.55,4'584.05,4'584.05,0.00,0.00,3'746.75,4'050.30,4'050.30,0.00,0.00,2'921.75,3'158.40,3'158.40,0.00,0.00,2'188.45,2'365.75,2'365.75,0.00,0.00,44'545.80,48'154.30,48'154.30,0.00,0.00,3'124.35,3'377.45,3'377.45,0.00,0.00,182'610.50,197'059.30,197'059.30,0.00,0.00
TOURING LA,Tulac - Touring Sàrl,303,985.90,1'061.80,1'061.80,0.00,0.00,1'530.20,1'648.05,1'648.05,0.00,0.00,1'926.15,2'074.50,2'074.50,0.00,0.00,2'975.50,3'204.65,3'204.65,0.00,0.00,6'080.25,6'548.35,6'548.35,0.00,0.00,7'074.80,7'619.55,7'619.55,0.00,0.00,6'236.55,6'716.75,6'716.75,0.00,0.00,5'264.55,5'669.95,5'669.95,0.00,0.00,5'897.90,6'352.05,6'352.05,0.00,0.00,4'236.20,4'562.40,4'562.40,0.00,0.00,3'947.95,4'251.95,4'251.95,0.00,0.00,2'842.60,3'061.45,3'061.45,0.00,0.00,48'998.55,52'771.45,52'771.45,0.00,0.00,3'407.85,3'670.25,3'670.25,0.00,0.00,3'444.15,3'709.40,3'709.40,0.00,0.00,3'727.75,4'014.85,4'014.85,0.00,0.00,3'418.45,3'681.65,3'681.65,0.00,0.00,5'783.40,6'228.75,6'228.75,0.00,0.00,6'138.25,6'610.95,6'610.95,0.00,0.00,5'855.05,6'305.90,6'305.90,0.00,0.00,4'882.05,5'258.00,5'258.00,0.00,0.00,5'157.40,5'554.50,5'554.50,0.00,0.00,3'862.25,4'159.65,4'159.65,0.00,0.00,3'921.30,4'223.30,4'223.30,0.00,0.00,3'255.10,3'505.65,3'505.65,0.00,0.00,52'853.00,56'922.85,56'922.85,0.00,0.00,1'724.60,1'864.30,1'864.30,0.00,0.00,2'685.20,2'902.80,2'902.80,0.00,0.00,3'069.05,3'317.75,3'317.75,0.00,0.00,3'082.85,3'332.65,3'332.65,0.00,0.00,5'074.15,5'485.20,5'485.20,0.00,0.00,4'669.25,5'047.45,5'047.45,0.00,0.00,5'129.05,5'544.50,5'544.50,0.00,0.00,3'961.65,4'282.55,4'282.55,0.00,0.00,6'298.80,6'809.05,6'809.05,0.00,0.00,4'750.85,5'135.70,5'135.70,0.00,0.00,3'547.15,3'834.50,3'834.50,0.00,0.00,2'624.25,2'836.85,2'836.85,0.00,0.00,46'616.85,50'393.30,50'393.30,0.00,0.00,2'481.65,2'682.75,2'682.75,0.00,0.00,2'812.60,3'040.50,3'040.50,0.00,0.00,3'215.85,3'476.35,3'476.35,0.00,0.00,3'616.35,3'909.30,3'909.30,0.00,0.00,6'113.00,6'608.20,6'608.20,0.00,0.00,6'911.35,7'471.20,7'471.20,0.00,0.00,6'464.25,6'987.85,6'987.85,0.00,0.00,5'096.55,5'509.45,5'509.45,0.00,0.00,6'241.95,6'747.60,6'747.60,0.00,0.00,5'108.70,5'522.50,5'522.50,0.00,0.00,3'422.45,3'699.65,3'699.65,0.00,0.00,4'148.75,4'484.80,4'484.80,0.00,0.00,55'633.45,60'140.15,60'140.15,0.00,0.00,2'425.75,2'622.30,2'622.30,0.00,0.00,206'527.60,222'850.05,222'850.05,0.00,0.00
TRAVEL,Travel Factory Sàrl,6730,,,,,,,,,,,427.50,460.50,460.50,0.00,0.00,700.00,753.80,753.80,0.00,0.00,1'011.00,1'089.05,1'089.05,0.00,0.00,1'486.50,1'601.10,1'601.10,0.00,0.00,1'424.50,1'534.20,1'534.20,0.00,0.00,1'918.50,2'066.45,2'066.45,0.00,0.00,2'243.00,2'415.90,2'415.90,0.00,0.00,1'041.00,1'121.30,1'121.30,0.00,0.00,,,,,,,,,,,10'252.00,11'042.30,11'042.30,0.00,0.00,878.90,946.60,946.60,0.00,0.00,,,,,,,,,,,,,,,,-878.90,-946.60,-946.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10'252.00,11'042.30,11'042.30,0.00,0.00
