,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,,2026,,,,,Grand Total,,,,
PORTGITANA,Hôtel Port Gitana,6804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'449.65,1'567.10,1'567.10,0.00,0.00,3'982.95,4'305.45,4'305.45,0.00,0.00,4'828.50,5'219.80,5'219.80,0.00,0.00,5'597.75,6'051.60,6'051.60,0.00,0.00,3'925.45,4'243.55,4'243.55,0.00,0.00,4'124.80,4'459.05,4'459.05,0.00,0.00,4'672.15,5'050.50,5'050.50,0.00,0.00,28'581.25,30'897.05,30'897.05,0.00,0.00,3'888.40,4'203.60,4'203.60,0.00,0.00,32'469.65,35'100.65,35'100.65,0.00,0.00
PRO JUNIOR,PRO-JUNIOR FRIBOURG,6794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'540.00,1'664.90,1'664.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,1'540.00,1'664.90,1'664.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'540.00,1'664.90,1'664.90,0.00,0.00
PROMENADE,HOTEL LA PROMENADE,6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'600.30,1'723.50,1'723.50,0.00,0.00,1'532.30,1'650.25,1'650.25,0.00,0.00,1'019.15,1'097.65,1'097.65,0.00,0.00,1'114.15,1'200.00,1'200.00,0.00,0.00,833.25,897.30,897.30,0.00,0.00,6'099.15,6'568.70,6'568.70,0.00,0.00,1'179.35,1'274.95,1'274.95,0.00,0.00,1'098.50,1'187.55,1'187.55,0.00,0.00,837.55,905.35,905.35,0.00,0.00,992.80,1'073.35,1'073.35,0.00,0.00,1'493.70,1'614.60,1'614.60,0.00,0.00,690.65,746.70,746.70,0.00,0.00,2'333.70,2'522.75,2'522.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,8'626.25,9'325.25,9'325.25,0.00,0.00,,,,,,-546.50,-590.70,-590.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-546.50,-590.70,-590.70,0.00,0.00,,,,,,14'178.90,15'303.25,15'303.25,0.00,0.00
PROVIDENCE,EMS La Providence,159,5'120.95,5'515.35,5'515.35,0.00,0.00,4'124.80,4'442.40,4'442.40,0.00,0.00,8'498.90,9'153.35,9'153.35,0.00,0.00,2'969.20,3'197.75,3'197.75,0.00,0.00,5'923.10,6'379.20,6'379.20,0.00,0.00,4'856.35,5'230.30,5'230.30,0.00,0.00,5'946.10,6'403.90,6'403.90,0.00,0.00,5'775.00,6'219.70,6'219.70,0.00,0.00,6'176.75,6'652.35,6'652.35,0.00,0.00,5'716.70,6'156.85,6'156.85,0.00,0.00,5'602.80,6'034.15,6'034.15,0.00,0.00,6'590.95,7'098.35,7'098.35,0.00,0.00,67'301.60,72'483.65,72'483.65,0.00,0.00,6'732.35,7'250.65,7'250.65,0.00,0.00,5'602.20,6'033.60,6'033.60,0.00,0.00,8'136.80,8'763.35,8'763.35,0.00,0.00,6'523.10,7'025.40,7'025.40,0.00,0.00,6'894.60,7'425.45,7'425.45,0.00,0.00,7'209.75,7'764.90,7'764.90,0.00,0.00,6'428.95,6'924.00,6'924.00,0.00,0.00,7'430.00,8'002.20,8'002.20,0.00,0.00,7'400.30,7'970.15,7'970.15,0.00,0.00,6'930.25,7'463.80,7'463.80,0.00,0.00,5'419.10,5'836.40,5'836.40,0.00,0.00,6'437.75,6'933.50,6'933.50,0.00,0.00,81'145.15,87'393.40,87'393.40,0.00,0.00,6'171.05,6'670.95,6'670.95,0.00,0.00,5'820.15,6'291.65,6'291.65,0.00,0.00,6'899.15,7'458.00,7'458.00,0.00,0.00,6'565.80,7'097.60,7'097.60,0.00,0.00,7'147.00,7'725.85,7'725.85,0.00,0.00,6'100.60,6'594.65,6'594.65,0.00,0.00,7'517.50,8'126.50,8'126.50,0.00,0.00,7'366.75,7'963.50,7'963.50,0.00,0.00,6'360.40,6'875.65,6'875.65,0.00,0.00,8'419.50,9'101.60,9'101.60,0.00,0.00,7'272.30,7'861.30,7'861.30,0.00,0.00,6'648.40,7'186.85,7'186.85,0.00,0.00,82'288.60,88'954.10,88'954.10,0.00,0.00,7'177.25,7'758.65,7'758.65,0.00,0.00,6'505.95,7'032.90,7'032.90,0.00,0.00,6'270.80,6'778.80,6'778.80,0.00,0.00,6'976.00,7'541.20,7'541.20,0.00,0.00,7'993.10,8'640.55,8'640.55,0.00,0.00,6'119.05,6'614.80,6'614.80,0.00,0.00,7'905.85,8'546.25,8'546.25,0.00,0.00,7'196.65,7'779.65,7'779.65,0.00,0.00,6'448.80,6'971.20,6'971.20,0.00,0.00,6'804.20,7'355.30,7'355.30,0.00,0.00,7'183.90,7'765.80,7'765.80,0.00,0.00,6'765.50,7'313.55,7'313.55,0.00,0.00,83'347.05,90'098.65,90'098.65,0.00,0.00,6'921.35,7'482.10,7'482.10,0.00,0.00,321'003.75,346'411.90,346'411.90,0.00,0.00
QAVJAR,QJ SA,6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.70,610.45,610.45,0.00,0.00,564.70,610.45,610.45,0.00,0.00,355.90,384.70,384.70,0.00,0.00,388.80,420.30,420.30,0.00,0.00,157.35,170.10,170.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.05,975.10,975.10,0.00,0.00,,,,,,1'466.75,1'585.55,1'585.55,0.00,0.00
RAVOIRE,Colonie de Ravoire-Camp Plein Soleil,6746,,,,,,,,,,,,,,,,,,,,,1'888.10,2'033.45,2'033.45,0.00,0.00,2'387.00,2'570.80,2'570.80,0.00,0.00,,,,,,,,,,,925.50,996.75,996.75,0.00,0.00,,,,,,530.50,571.35,571.35,0.00,0.00,,,,,,5'731.10,6'172.35,6'172.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,553.00,595.60,595.60,0.00,0.00,,,,,,,,,,,,,,,,1'408.60,1'517.10,1'517.10,0.00,0.00,,,,,,,,,,,475.20,511.80,511.80,0.00,0.00,2'436.80,2'624.50,2'624.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1'399.50,1'512.90,1'512.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'399.50,1'512.90,1'512.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1'328.40,1'436.05,1'436.05,0.00,0.00,1'241.50,1'342.10,1'342.10,0.00,0.00,,,,,,,,,,,2'150.00,2'324.20,2'324.20,0.00,0.00,,,,,,,,,,,,,,,,4'719.90,5'102.35,5'102.35,0.00,0.00,,,,,,14'287.30,15'412.10,15'412.10,0.00,0.00
REDMOUNTAI,RED MOUNTAIN HOSPITALITY SA,6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'787.05,3'013.00,3'013.00,0.00,0.00,1'483.70,1'603.85,1'603.85,0.00,0.00,2'446.20,2'644.25,2'644.25,0.00,0.00,3'597.00,3'888.40,3'888.40,0.00,0.00,2'505.50,2'708.40,2'708.40,0.00,0.00,1'671.00,1'806.40,1'806.40,0.00,0.00,1'144.50,1'237.20,1'237.20,0.00,0.00,1'902.40,2'056.45,2'056.45,0.00,0.00,17'537.35,18'957.95,18'957.95,0.00,0.00,2'489.10,2'690.60,2'690.60,0.00,0.00,20'026.45,21'648.55,21'648.55,0.00,0.00
RELAIS DOR,Relais d'Or Gestion SA,6764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'695.05,1'825.55,1'825.55,0.00,0.00,1'967.00,2'118.45,2'118.45,0.00,0.00,2'962.10,3'190.20,3'190.20,0.00,0.00,2'237.60,2'409.90,2'409.90,0.00,0.00,1'954.70,2'105.20,2'105.20,0.00,0.00,1'647.05,1'773.75,1'773.75,0.00,0.00,1'511.00,1'627.40,1'627.40,0.00,0.00,1'216.85,1'310.50,1'310.50,0.00,0.00,2'266.85,2'441.40,2'441.40,0.00,0.00,17'458.20,18'802.35,18'802.35,0.00,0.00,3'189.65,3'448.05,3'448.05,0.00,0.00,2'966.90,3'207.30,3'207.30,0.00,0.00,1'605.65,1'735.70,1'735.70,0.00,0.00,2'169.05,2'344.80,2'344.80,0.00,0.00,6'479.00,7'003.80,7'003.80,0.00,0.00,7'569.50,8'182.70,8'182.70,0.00,0.00,9'621.20,10'400.60,10'400.60,0.00,0.00,8'596.85,9'293.30,9'293.30,0.00,0.00,7'678.10,8'300.00,8'300.00,0.00,0.00,9'669.65,10'452.85,10'452.85,0.00,0.00,4'961.15,5'362.95,5'362.95,0.00,0.00,6'293.00,6'802.80,6'802.80,0.00,0.00,70'799.70,76'534.85,76'534.85,0.00,0.00,5'398.70,5'836.05,5'836.05,0.00,0.00,6'803.00,7'354.05,7'354.05,0.00,0.00,11'404.95,12'328.70,12'328.70,0.00,0.00,9'289.85,10'042.35,10'042.35,0.00,0.00,12'326.70,13'325.25,13'325.25,0.00,0.00,11'655.80,12'599.85,12'599.85,0.00,0.00,16'474.75,17'809.25,17'809.25,0.00,0.00,14'743.60,15'937.95,15'937.95,0.00,0.00,14'858.75,16'062.35,16'062.35,0.00,0.00,16'597.15,17'941.45,17'941.45,0.00,0.00,12'257.35,13'250.20,13'250.20,0.00,0.00,12'641.65,13'665.60,13'665.60,0.00,0.00,144'452.25,156'153.05,156'153.05,0.00,0.00,8'781.55,9'492.90,9'492.90,0.00,0.00,241'491.70,260'983.15,260'983.15,0.00,0.00
REMPARTS,Hôtel des Remparts,176,3'201.50,3'448.05,3'448.05,0.00,0.00,4'265.30,4'593.75,4'593.75,0.00,0.00,4'752.30,5'118.10,5'118.10,0.00,0.00,4'763.30,5'130.10,5'130.10,0.00,0.00,6'351.30,6'840.40,6'840.40,0.00,0.00,6'872.35,7'401.55,7'401.55,0.00,0.00,9'124.95,9'827.65,9'827.65,0.00,0.00,4'211.60,4'535.90,4'535.90,0.00,0.00,8'081.10,8'703.30,8'703.30,0.00,0.00,6'309.20,6'795.05,6'795.05,0.00,0.00,7'648.20,8'237.10,8'237.10,0.00,0.00,6'211.35,6'689.50,6'689.50,0.00,0.00,71'792.45,77'320.45,77'320.45,0.00,0.00,4'099.45,4'415.05,4'415.05,0.00,0.00,5'381.95,5'796.40,5'796.40,0.00,0.00,6'330.90,6'818.40,6'818.40,0.00,0.00,4'754.05,5'120.05,5'120.05,0.00,0.00,7'148.15,7'698.65,7'698.65,0.00,0.00,8'461.85,9'113.40,9'113.40,0.00,0.00,6'309.55,6'795.40,6'795.40,0.00,0.00,6'427.05,6'921.90,6'921.90,0.00,0.00,7'943.50,8'555.15,8'555.15,0.00,0.00,5'569.85,5'998.70,5'998.70,0.00,0.00,7'172.55,7'724.80,7'724.80,0.00,0.00,525.25,565.70,565.70,0.00,0.00,70'124.10,75'523.60,75'523.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141'916.55,152'844.05,152'844.05,0.00,0.00
RENDEZ-VS,ORDV Sàrl,6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'600.50,2'811.05,2'811.05,0.00,0.00,1'021.20,1'103.95,1'103.95,0.00,0.00,1'460.00,1'578.35,1'578.35,0.00,0.00,467.60,505.55,505.55,0.00,0.00,,,,,,,,,,,5'549.30,5'998.90,5'998.90,0.00,0.00,,,,,,5'549.30,5'998.90,5'998.90,0.00,0.00
RES LOMBAR,HÔPITAUX UNIVERSITAIRES DE GENEVE,30,680.75,733.25,733.25,0.00,0.00,556.95,599.85,599.85,0.00,0.00,441.35,475.30,475.30,0.00,0.00,363.65,391.60,391.60,0.00,0.00,383.55,413.10,413.10,0.00,0.00,717.10,772.35,772.35,0.00,0.00,321.05,345.75,345.75,0.00,0.00,662.15,713.20,713.20,0.00,0.00,374.20,403.00,403.00,0.00,0.00,741.60,798.60,798.60,0.00,0.00,576.35,620.70,620.70,0.00,0.00,503.75,542.55,542.55,0.00,0.00,6'322.45,6'809.25,6'809.25,0.00,0.00,347.85,374.70,374.70,0.00,0.00,607.05,653.75,653.75,0.00,0.00,487.05,524.60,524.60,0.00,0.00,689.20,742.20,742.20,0.00,0.00,459.90,495.40,495.40,0.00,0.00,660.90,711.75,711.75,0.00,0.00,473.05,509.50,509.50,0.00,0.00,799.65,861.10,861.10,0.00,0.00,511.05,550.40,550.40,0.00,0.00,407.00,438.30,438.30,0.00,0.00,681.00,733.40,733.40,0.00,0.00,694.65,748.15,748.15,0.00,0.00,6'818.35,7'343.25,7'343.25,0.00,0.00,261.45,282.60,282.60,0.00,0.00,743.85,804.25,804.25,0.00,0.00,246.75,266.75,266.75,0.00,0.00,800.95,865.95,865.95,0.00,0.00,490.95,530.80,530.80,0.00,0.00,340.85,368.50,368.50,0.00,0.00,737.55,797.30,797.30,0.00,0.00,390.95,422.55,422.55,0.00,0.00,532.85,576.10,576.10,0.00,0.00,588.50,636.10,636.10,0.00,0.00,682.75,738.00,738.00,0.00,0.00,144.00,155.70,155.70,0.00,0.00,5'961.40,6'444.60,6'444.60,0.00,0.00,838.90,906.75,906.75,0.00,0.00,225.85,244.15,244.15,0.00,0.00,630.40,681.50,681.50,0.00,0.00,397.80,430.10,430.10,0.00,0.00,611.70,661.20,661.20,0.00,0.00,875.40,946.40,946.40,0.00,0.00,569.65,615.85,615.85,0.00,0.00,831.15,898.50,898.50,0.00,0.00,1'087.35,1'175.55,1'175.55,0.00,0.00,1'248.55,1'349.85,1'349.85,0.00,0.00,1'238.70,1'339.10,1'339.10,0.00,0.00,1'789.30,1'934.35,1'934.35,0.00,0.00,10'344.75,11'183.30,11'183.30,0.00,0.00,1'092.50,1'181.00,1'181.00,0.00,0.00,30'539.45,32'961.40,32'961.40,0.00,0.00
ROUSSEAU,Hôtel Rousseau SA,26,3'288.50,3'541.70,3'541.70,0.00,0.00,2'845.15,3'064.20,3'064.20,0.00,0.00,3'631.05,3'910.60,3'910.60,0.00,0.00,3'669.55,3'952.05,3'952.05,0.00,0.00,4'069.85,4'383.25,4'383.25,0.00,0.00,4'837.95,5'210.45,5'210.45,0.00,0.00,5'073.15,5'463.80,5'463.80,0.00,0.00,4'088.90,4'403.75,4'403.75,0.00,0.00,4'936.55,5'316.70,5'316.70,0.00,0.00,4'201.70,4'525.25,4'525.25,0.00,0.00,5'018.45,5'404.90,5'404.90,0.00,0.00,4'997.50,5'382.35,5'382.35,0.00,0.00,50'658.30,54'559.00,54'559.00,0.00,0.00,3'211.10,3'458.35,3'458.35,0.00,0.00,3'809.90,4'103.25,4'103.25,0.00,0.00,6'434.40,6'929.85,6'929.85,0.00,0.00,4'037.50,4'348.40,4'348.40,0.00,0.00,6'353.00,6'842.15,6'842.15,0.00,0.00,5'199.90,5'600.25,5'600.25,0.00,0.00,5'533.20,5'959.30,5'959.30,0.00,0.00,6'453.30,6'950.20,6'950.20,0.00,0.00,5'302.80,5'711.10,5'711.10,0.00,0.00,5'865.20,6'316.80,6'316.80,0.00,0.00,6'009.50,6'472.25,6'472.25,0.00,0.00,5'527.70,5'953.35,5'953.35,0.00,0.00,63'737.50,68'645.25,68'645.25,0.00,0.00,5'149.90,5'567.00,5'567.00,0.00,0.00,5'567.10,6'018.05,6'018.05,0.00,0.00,5'372.35,5'807.50,5'807.50,0.00,0.00,5'710.05,6'172.55,6'172.55,0.00,0.00,7'374.70,7'972.15,7'972.15,0.00,0.00,4'165.40,4'502.80,4'502.80,0.00,0.00,5'624.85,6'080.40,6'080.40,0.00,0.00,6'555.75,7'086.70,7'086.70,0.00,0.00,6'541.00,7'070.90,7'070.90,0.00,0.00,6'530.05,7'059.00,7'059.00,0.00,0.00,5'539.40,5'988.15,5'988.15,0.00,0.00,7'003.00,7'570.25,7'570.25,0.00,0.00,71'133.55,76'895.45,76'895.45,0.00,0.00,6'128.90,6'625.40,6'625.40,0.00,0.00,5'542.65,5'991.75,5'991.75,0.00,0.00,6'054.10,6'544.50,6'544.50,0.00,0.00,6'209.40,6'712.40,6'712.40,0.00,0.00,6'547.30,7'077.65,7'077.65,0.00,0.00,6'462.20,6'985.70,6'985.70,0.00,0.00,7'420.25,8'021.30,8'021.30,0.00,0.00,6'450.60,6'973.15,6'973.15,0.00,0.00,7'153.05,7'732.55,7'732.55,0.00,0.00,6'360.55,6'875.75,6'875.75,0.00,0.00,5'153.35,5'570.85,5'570.85,0.00,0.00,7'888.20,8'527.15,8'527.15,0.00,0.00,77'370.55,83'638.15,83'638.15,0.00,0.00,5'338.20,5'770.65,5'770.65,0.00,0.00,268'238.10,289'508.50,289'508.50,0.00,0.00
ROYAL PLAZ,Royal Plaza Montreux SA,117,15'010.10,16'165.85,16'165.85,0.00,0.00,17'065.75,18'379.65,18'379.65,0.00,0.00,23'412.15,25'214.95,25'214.95,0.00,0.00,20'482.45,22'059.55,22'059.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75'970.45,81'820.00,81'820.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75'970.45,81'820.00,81'820.00,0.00,0.00
SAGITTA,Hôtel Sagitta,32,2'355.10,2'536.55,2'536.55,0.00,0.00,2'408.55,2'594.05,2'594.05,0.00,0.00,3'268.35,3'519.95,3'519.95,0.00,0.00,3'220.35,3'468.35,3'468.35,0.00,0.00,4'215.65,4'540.30,4'540.30,0.00,0.00,4'465.95,4'810.15,4'810.15,0.00,0.00,4'359.85,4'695.55,4'695.55,0.00,0.00,4'203.90,4'527.65,4'527.65,0.00,0.00,4'484.90,4'830.40,4'830.40,0.00,0.00,4'219.65,4'544.50,4'544.50,0.00,0.00,3'126.55,3'367.50,3'367.50,0.00,0.00,3'239.10,3'488.75,3'488.75,0.00,0.00,43'567.90,46'923.70,46'923.70,0.00,0.00,3'094.35,3'332.65,3'332.65,0.00,0.00,2'949.60,3'176.70,3'176.70,0.00,0.00,3'720.20,4'006.90,4'006.90,0.00,0.00,3'421.05,3'684.30,3'684.30,0.00,0.00,5'630.95,6'064.40,6'064.40,0.00,0.00,6'043.40,6'508.55,6'508.55,0.00,0.00,5'971.90,6'431.80,6'431.80,0.00,0.00,4'867.85,5'242.70,5'242.70,0.00,0.00,4'506.65,4'853.40,4'853.40,0.00,0.00,4'616.10,4'971.65,4'971.65,0.00,0.00,4'304.25,4'635.70,4'635.70,0.00,0.00,4'891.20,5'267.60,5'267.60,0.00,0.00,54'017.50,58'176.35,58'176.35,0.00,0.00,3'474.20,3'755.55,3'755.55,0.00,0.00,4'214.30,4'555.55,4'555.55,0.00,0.00,4'446.10,4'806.20,4'806.20,0.00,0.00,4'956.05,5'357.60,5'357.60,0.00,0.00,6'204.40,6'706.65,6'706.65,0.00,0.00,6'394.15,6'911.90,6'911.90,0.00,0.00,6'368.75,6'884.25,6'884.25,0.00,0.00,7'243.30,7'829.95,7'829.95,0.00,0.00,6'653.40,7'192.20,7'192.20,0.00,0.00,5'910.55,6'389.10,6'389.10,0.00,0.00,3'807.50,4'115.75,4'115.75,0.00,0.00,6'308.70,6'819.60,6'819.60,0.00,0.00,65'981.40,71'324.30,71'324.30,0.00,0.00,4'672.20,5'050.60,5'050.60,0.00,0.00,4'547.60,4'915.90,4'915.90,0.00,0.00,5'420.45,5'859.20,5'859.20,0.00,0.00,5'053.80,5'463.00,5'463.00,0.00,0.00,6'762.55,7'310.20,7'310.20,0.00,0.00,6'869.30,7'425.55,7'425.55,0.00,0.00,8'358.35,9'035.35,9'035.35,0.00,0.00,5'818.70,6'290.15,6'290.15,0.00,0.00,7'650.10,8'269.50,8'269.50,0.00,0.00,4'473.15,4'835.30,4'835.30,0.00,0.00,3'935.00,4'253.55,4'253.55,0.00,0.00,5'318.45,5'749.10,5'749.10,0.00,0.00,68'879.65,74'457.40,74'457.40,0.00,0.00,3'519.50,3'804.60,3'804.60,0.00,0.00,235'965.95,254'686.35,254'686.35,0.00,0.00
SAN MARCO,Restaurant Piazza San Marco Sàrl,521,989.30,1'065.55,1'065.55,0.00,0.00,1'332.80,1'435.60,1'435.60,0.00,0.00,1'068.60,1'151.15,1'151.15,0.00,0.00,794.45,855.70,855.70,0.00,0.00,923.05,994.15,994.15,0.00,0.00,597.75,643.90,643.90,0.00,0.00,635.60,684.60,684.60,0.00,0.00,646.30,696.20,696.20,0.00,0.00,1'162.55,1'252.30,1'252.30,0.00,0.00,1'196.25,1'288.55,1'288.55,0.00,0.00,1'308.45,1'409.45,1'409.45,0.00,0.00,1'152.50,1'241.40,1'241.40,0.00,0.00,11'807.60,12'718.55,12'718.55,0.00,0.00,1'153.95,1'242.75,1'242.75,0.00,0.00,1'399.85,1'507.50,1'507.50,0.00,0.00,1'368.80,1'474.30,1'474.30,0.00,0.00,603.90,650.45,650.45,0.00,0.00,1'364.35,1'469.45,1'469.45,0.00,0.00,587.80,633.15,633.15,0.00,0.00,520.90,561.15,561.15,0.00,0.00,616.35,663.85,663.85,0.00,0.00,774.60,834.35,834.35,0.00,0.00,1'607.30,1'731.05,1'731.05,0.00,0.00,1'507.95,1'624.05,1'624.05,0.00,0.00,1'603.60,1'727.05,1'727.05,0.00,0.00,13'109.35,14'119.10,14'119.10,0.00,0.00,733.05,792.50,792.50,0.00,0.00,1'495.45,1'616.60,1'616.60,0.00,0.00,449.80,486.25,486.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'678.30,2'895.35,2'895.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27'595.25,29'733.00,29'733.00,0.00,0.00
SAVOIE,Hôtel de Savoie,308,460.60,496.05,496.05,0.00,0.00,740.45,797.50,797.50,0.00,0.00,1'106.95,1'192.20,1'192.20,0.00,0.00,1'857.25,2'000.25,2'000.25,0.00,0.00,1'930.75,2'079.45,2'079.45,0.00,0.00,2'392.20,2'576.40,2'576.40,0.00,0.00,2'331.10,2'510.60,2'510.60,0.00,0.00,1'554.95,1'674.70,1'674.70,0.00,0.00,2'437.65,2'625.40,2'625.40,0.00,0.00,1'955.70,2'106.35,2'106.35,0.00,0.00,1'076.30,1'159.20,1'159.20,0.00,0.00,891.55,960.20,960.20,0.00,0.00,18'735.45,20'178.30,20'178.30,0.00,0.00,1'002.90,1'080.15,1'080.15,0.00,0.00,1'259.90,1'356.90,1'356.90,0.00,0.00,2'524.25,2'718.65,2'718.65,0.00,0.00,649.10,699.10,699.10,0.00,0.00,1'951.25,2'101.50,2'101.50,0.00,0.00,2'574.55,2'772.80,2'772.80,0.00,0.00,1'938.20,2'087.45,2'087.45,0.00,0.00,975.65,1'050.80,1'050.80,0.00,0.00,2'670.25,2'875.90,2'875.90,0.00,0.00,2'188.65,2'357.15,2'357.15,0.00,0.00,1'704.30,1'835.55,1'835.55,0.00,0.00,839.45,904.10,904.10,0.00,0.00,20'278.45,21'840.05,21'840.05,0.00,0.00,1'062.25,1'148.35,1'148.35,0.00,0.00,1'283.30,1'387.30,1'387.30,0.00,0.00,1'225.70,1'325.00,1'325.00,0.00,0.00,1'526.35,1'650.00,1'650.00,0.00,0.00,1'716.20,1'855.25,1'855.25,0.00,0.00,1'608.10,1'738.40,1'738.40,0.00,0.00,1'871.90,2'023.55,2'023.55,0.00,0.00,1'210.20,1'308.25,1'308.25,0.00,0.00,2'057.85,2'224.55,2'224.55,0.00,0.00,1'099.30,1'188.35,1'188.35,0.00,0.00,513.55,555.15,555.15,0.00,0.00,,,,,,15'174.70,16'404.15,16'404.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54'188.60,58'422.50,58'422.50,0.00,0.00
