,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,Grand Total,,,,
POULY SA, Pouly Tradition SA,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.00,93.95,93.95,0.00,0.00,87.00,93.95,93.95,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.00,93.95,93.95,0.00,0.00
PREALPINA,Hôtel Préalpina,61,4'437.75,4'792.70,4'792.70,0.00,0.00,4'435.40,4'790.15,4'790.15,0.00,0.00,4'589.45,4'956.65,4'956.65,0.00,0.00,5'737.50,6'196.45,6'196.45,0.00,0.00,8'759.10,9'459.85,9'459.85,0.00,0.00,8'182.05,8'836.65,8'836.65,0.00,0.00,8'967.60,9'685.00,9'685.00,0.00,0.00,8'951.55,9'667.55,9'667.55,0.00,0.00,11'776.60,12'718.70,12'718.70,0.00,0.00,9'781.90,10'564.35,10'564.35,0.00,0.00,5'776.30,6'238.40,6'238.40,0.00,0.00,4'660.65,5'033.55,5'033.55,0.00,0.00,86'055.85,92'940.00,92'940.00,0.00,0.00,4'532.65,4'895.30,4'895.30,0.00,0.00,5'307.75,5'732.20,5'732.20,0.00,0.00,5'351.45,5'779.55,5'779.55,0.00,0.00,7'512.50,8'113.45,8'113.45,0.00,0.00,9'215.10,9'952.25,9'952.25,0.00,0.00,9'953.50,10'749.70,10'749.70,0.00,0.00,10'173.95,10'987.75,10'987.75,0.00,0.00,11'366.55,12'276.00,12'276.00,0.00,0.00,11'791.25,12'734.60,12'734.60,0.00,0.00,9'478.35,10'236.55,10'236.55,0.00,0.00,8'418.65,9'092.05,9'092.05,0.00,0.00,6'430.70,6'945.10,6'945.10,0.00,0.00,99'532.40,107'494.50,107'494.50,0.00,0.00,5'244.30,5'648.15,5'648.15,0.00,0.00,5'280.80,5'687.45,5'687.45,0.00,0.00,8'867.00,9'549.75,9'549.75,0.00,0.00,9'174.35,9'880.85,9'880.85,0.00,0.00,10'974.60,11'819.80,11'819.80,0.00,0.00,,,,,,22'894.70,24'657.50,24'657.50,0.00,0.00,11'847.55,12'759.85,12'759.85,0.00,0.00,11'710.80,12'612.50,12'612.50,0.00,0.00,8'458.50,9'109.90,9'109.90,0.00,0.00,7'501.75,8'079.55,8'079.55,0.00,0.00,6'068.40,6'535.80,6'535.80,0.00,0.00,108'022.75,116'341.10,116'341.10,0.00,0.00,3'892.35,4'192.00,4'192.00,0.00,0.00,4'675.30,5'035.20,5'035.20,0.00,0.00,6'679.50,7'193.85,7'193.85,0.00,0.00,8'780.30,9'456.50,9'456.50,0.00,0.00,10'679.50,11'501.90,11'501.90,0.00,0.00,10'721.50,11'547.15,11'547.15,0.00,0.00,11'538.15,12'426.75,12'426.75,0.00,0.00,11'092.60,11'946.85,11'946.85,0.00,0.00,9'117.90,9'819.90,9'819.90,0.00,0.00,9'860.50,10'619.70,10'619.70,0.00,0.00,5'264.15,5'669.55,5'669.55,0.00,0.00,6'861.25,7'389.50,7'389.50,0.00,0.00,99'163.00,106'798.85,106'798.85,0.00,0.00,3'784.20,4'075.60,4'075.60,0.00,0.00,4'755.35,5'121.55,5'121.55,0.00,0.00,1'995.25,2'148.90,2'148.90,0.00,0.00,,,,,,1'265.75,1'363.20,1'363.20,0.00,0.00,6'490.80,6'990.55,6'990.55,0.00,0.00,7'963.65,8'576.90,8'576.90,0.00,0.00,9'289.45,10'004.60,10'004.60,0.00,0.00,7'103.55,7'650.30,7'650.30,0.00,0.00,6'213.70,6'692.05,6'692.05,0.00,0.00,913.60,983.90,983.90,0.00,0.00,4'036.90,4'347.75,4'347.75,0.00,0.00,53'812.20,57'955.30,57'955.30,0.00,0.00,446'586.20,481'529.75,481'529.75,0.00,0.00
PROVIDENCE,EMS La Providence,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9'245.80,9'985.45,9'985.45,0.00,0.00,4'975.60,5'373.70,5'373.70,0.00,0.00,5'754.25,6'214.50,6'214.50,0.00,0.00,4'711.80,5'088.60,5'088.60,0.00,0.00,5'225.85,5'643.90,5'643.90,0.00,0.00,5'266.85,5'688.30,5'688.30,0.00,0.00,5'601.00,6'049.15,6'049.15,0.00,0.00,5'494.45,5'933.80,5'933.80,0.00,0.00,5'628.85,6'079.10,6'079.10,0.00,0.00,5'476.20,5'914.25,5'914.25,0.00,0.00,5'626.25,6'076.45,6'076.45,0.00,0.00,4'679.60,5'053.95,5'053.95,0.00,0.00,67'686.50,73'101.15,73'101.15,0.00,0.00,6'553.40,7'057.95,7'057.95,0.00,0.00,5'579.85,6'009.45,6'009.45,0.00,0.00,6'009.70,6'472.65,6'472.65,0.00,0.00,5'707.45,6'146.85,6'146.85,0.00,0.00,5'973.30,6'433.25,6'433.25,0.00,0.00,,,,,,12'227.40,13'168.80,13'168.80,0.00,0.00,7'271.05,7'831.00,7'831.00,0.00,0.00,5'938.70,6'395.90,6'395.90,0.00,0.00,6'680.45,7'195.00,7'195.00,0.00,0.00,5'918.45,6'374.15,6'374.15,0.00,0.00,5'350.95,5'762.90,5'762.90,0.00,0.00,73'210.70,78'847.90,78'847.90,0.00,0.00,6'617.95,7'127.50,7'127.50,0.00,0.00,5'763.35,6'207.15,6'207.15,0.00,0.00,6'240.45,6'720.95,6'720.95,0.00,0.00,5'803.90,6'250.70,6'250.70,0.00,0.00,6'867.70,7'396.55,7'396.55,0.00,0.00,5'730.80,6'172.20,6'172.20,0.00,0.00,6'369.10,6'859.50,6'859.50,0.00,0.00,6'743.60,7'262.80,7'262.80,0.00,0.00,5'660.10,6'095.85,6'095.85,0.00,0.00,6'740.25,7'259.30,7'259.30,0.00,0.00,5'859.95,6'311.25,6'311.25,0.00,0.00,6'119.20,6'590.50,6'590.50,0.00,0.00,74'516.35,80'254.25,80'254.25,0.00,0.00,5'574.20,6'003.35,6'003.35,0.00,0.00,6'074.10,6'541.65,6'541.65,0.00,0.00,5'673.95,6'110.70,6'110.70,0.00,0.00,6'509.20,7'010.40,7'010.40,0.00,0.00,4'436.50,4'778.10,4'778.10,0.00,0.00,5'388.85,5'803.80,5'803.80,0.00,0.00,5'811.40,6'258.85,6'258.85,0.00,0.00,5'607.85,6'039.65,6'039.65,0.00,0.00,5'648.55,6'083.30,6'083.30,0.00,0.00,5'656.70,6'092.30,6'092.30,0.00,0.00,3'930.10,4'232.70,4'232.70,0.00,0.00,5'219.15,5'621.15,5'621.15,0.00,0.00,65'530.55,70'575.95,70'575.95,0.00,0.00,280'944.10,302'779.25,302'779.25,0.00,0.00
RAMADA ENC,EHLP Sàrl,2,58'732.35,63'431.00,63'431.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51'219.45,-55'317.00,-55'317.00,0.00,0.00,,,,,,7'512.90,8'114.00,8'114.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7'512.90,8'114.00,8'114.00,0.00,0.00
REBER,Agence Immobilière Reber,14,525.70,567.75,567.75,0.00,0.00,538.70,581.80,581.80,0.00,0.00,342.25,369.65,369.65,0.00,0.00,,,,,,,,,,,,,,,,,,,,,297.80,321.60,321.60,0.00,0.00,,,,,,,,,,,448.70,484.55,484.55,0.00,0.00,496.00,535.70,535.70,0.00,0.00,2'649.15,2'861.05,2'861.05,0.00,0.00,,,,,,812.60,877.65,877.65,0.00,0.00,122.70,132.50,132.50,0.00,0.00,,,,,,,,,,,,,,,,226.30,244.40,244.40,0.00,0.00,,,,,,,,,,,,,,,,,,,,,340.90,368.15,368.15,0.00,0.00,1'502.50,1'622.70,1'622.70,0.00,0.00,226.30,243.70,243.70,0.00,0.00,300.00,323.10,323.10,0.00,0.00,314.95,339.20,339.20,0.00,0.00,314.90,339.15,339.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'156.15,1'245.15,1'245.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'307.80,5'728.90,5'728.90,0.00,0.00
REMPARTS,Hôtel des Remparts,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'130.80,5'525.80,5'525.80,0.00,0.00,3'442.95,3'708.00,3'708.00,0.00,0.00,4'333.80,4'667.50,4'667.50,0.00,0.00,4'746.70,5'112.25,5'112.25,0.00,0.00,6'523.70,7'026.00,7'026.00,0.00,0.00,,,,,,18'410.15,19'827.85,19'827.85,0.00,0.00,8'039.40,8'658.45,8'658.45,0.00,0.00,8'269.75,8'906.60,8'906.60,0.00,0.00,7'911.95,8'521.30,8'521.30,0.00,0.00,9'853.10,10'611.80,10'611.80,0.00,0.00,-746.50,-803.95,-803.95,0.00,0.00,75'915.80,81'761.60,81'761.60,0.00,0.00,5'074.85,5'465.50,5'465.50,0.00,0.00,2'886.30,3'108.55,3'108.55,0.00,0.00,8'704.00,9'374.25,9'374.25,0.00,0.00,5'395.20,5'810.65,5'810.65,0.00,0.00,7'568.75,8'151.45,8'151.45,0.00,0.00,9'584.50,10'322.40,10'322.40,0.00,0.00,8'921.05,9'608.00,9'608.00,0.00,0.00,8'337.75,8'979.75,8'979.75,0.00,0.00,8'250.70,8'886.00,8'886.00,0.00,0.00,6'701.60,7'217.70,7'217.70,0.00,0.00,10'263.15,11'053.45,11'053.45,0.00,0.00,2'903.70,3'127.30,3'127.30,0.00,0.00,84'591.55,91'105.00,91'105.00,0.00,0.00,4'369.90,4'706.40,4'706.40,0.00,0.00,4'190.00,4'512.55,4'512.55,0.00,0.00,1'917.20,2'064.75,2'064.75,0.00,0.00,,,,,,634.05,682.85,682.85,0.00,0.00,3'773.10,4'063.60,4'063.60,0.00,0.00,6'503.25,7'003.95,7'003.95,0.00,0.00,4'690.80,5'052.00,5'052.00,0.00,0.00,4'818.40,5'189.40,5'189.40,0.00,0.00,4'133.70,4'452.10,4'452.10,0.00,0.00,1'621.60,1'746.50,1'746.50,0.00,0.00,1'420.20,1'529.55,1'529.55,0.00,0.00,38'072.20,41'003.65,41'003.65,0.00,0.00,198'579.55,213'870.25,213'870.25,0.00,0.00
RENNAZ,Mc Donald's Restaurant,204,779.85,842.15,842.15,0.00,0.00,757.15,817.80,817.80,0.00,0.00,955.30,1'031.75,1'031.75,0.00,0.00,865.80,935.15,935.15,0.00,0.00,899.15,971.10,971.10,0.00,0.00,1'061.55,1'146.50,1'146.50,0.00,0.00,890.40,961.60,961.60,0.00,0.00,940.85,1'016.15,1'016.15,0.00,0.00,999.65,1'079.60,1'079.60,0.00,0.00,1'036.15,1'119.00,1'119.00,0.00,0.00,878.35,948.60,948.60,0.00,0.00,1'212.85,1'309.90,1'309.90,0.00,0.00,11'277.05,12'179.30,12'179.30,0.00,0.00,1'206.40,1'302.95,1'302.95,0.00,0.00,1'097.90,1'185.70,1'185.70,0.00,0.00,1'159.80,1'252.65,1'252.65,0.00,0.00,1'115.60,1'204.90,1'204.90,0.00,0.00,1'187.95,1'283.00,1'283.00,0.00,0.00,1'060.10,1'144.95,1'144.95,0.00,0.00,1'151.35,1'243.40,1'243.40,0.00,0.00,1'284.75,1'387.80,1'387.80,0.00,0.00,900.45,972.45,972.45,0.00,0.00,1'196.40,1'292.05,1'292.05,0.00,0.00,1'395.50,1'507.15,1'507.15,0.00,0.00,1'417.00,1'530.35,1'530.35,0.00,0.00,14'173.20,15'307.35,15'307.35,0.00,0.00,1'169.80,1'259.90,1'259.90,0.00,0.00,864.55,931.00,931.00,0.00,0.00,215.05,231.60,231.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.15,175.70,175.70,0.00,0.00,,,,,,,,,,,2'412.55,2'598.20,2'598.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27'862.80,30'084.85,30'084.85,0.00,0.00
RES LOMBAR,HÔPITAUX UNIVERSITAIRES DE GENEVE,30,472.20,509.95,509.95,0.00,0.00,491.20,530.55,530.55,0.00,0.00,580.10,626.60,626.60,0.00,0.00,408.55,441.25,441.25,0.00,0.00,715.90,773.15,773.15,0.00,0.00,516.55,557.85,557.85,0.00,0.00,413.30,446.35,446.35,0.00,0.00,511.20,552.10,552.10,0.00,0.00,522.80,564.70,564.70,0.00,0.00,450.55,486.55,486.55,0.00,0.00,655.05,707.50,707.50,0.00,0.00,453.85,490.15,490.15,0.00,0.00,6'191.25,6'686.70,6'686.70,0.00,0.00,572.75,618.45,618.45,0.00,0.00,417.55,450.95,450.95,0.00,0.00,361.65,390.60,390.60,0.00,0.00,444.70,480.25,480.25,0.00,0.00,511.95,552.85,552.85,0.00,0.00,602.10,650.30,650.30,0.00,0.00,510.45,551.35,551.35,0.00,0.00,715.05,772.25,772.25,0.00,0.00,471.65,509.35,509.35,0.00,0.00,745.45,805.10,805.10,0.00,0.00,533.75,576.45,576.45,0.00,0.00,677.20,731.40,731.40,0.00,0.00,6'564.25,7'089.30,7'089.30,0.00,0.00,602.65,649.10,649.10,0.00,0.00,512.70,552.10,552.10,0.00,0.00,605.85,652.45,652.45,0.00,0.00,543.35,585.20,585.20,0.00,0.00,669.60,721.15,721.15,0.00,0.00,,,,,,1'083.25,1'166.60,1'166.60,0.00,0.00,620.00,667.65,667.65,0.00,0.00,556.20,598.95,598.95,0.00,0.00,515.65,555.35,555.35,0.00,0.00,530.00,570.80,570.80,0.00,0.00,437.20,470.80,470.80,0.00,0.00,6'676.45,7'190.15,7'190.15,0.00,0.00,609.00,655.85,655.85,0.00,0.00,482.30,519.45,519.45,0.00,0.00,445.95,480.25,480.25,0.00,0.00,614.35,661.55,661.55,0.00,0.00,483.30,520.55,520.55,0.00,0.00,381.25,410.60,410.60,0.00,0.00,629.80,678.25,678.25,0.00,0.00,367.20,395.40,395.40,0.00,0.00,695.85,749.30,749.30,0.00,0.00,596.90,642.85,642.85,0.00,0.00,476.70,513.40,513.40,0.00,0.00,256.75,276.50,276.50,0.00,0.00,6'039.35,6'503.95,6'503.95,0.00,0.00,1'258.35,1'355.25,1'355.25,0.00,0.00,397.50,428.00,428.00,0.00,0.00,279.75,301.30,301.30,0.00,0.00,642.15,691.55,691.55,0.00,0.00,,,,,,473.05,509.45,509.45,0.00,0.00,502.75,541.50,541.50,0.00,0.00,435.05,468.55,468.55,0.00,0.00,507.25,546.30,546.30,0.00,0.00,443.80,477.95,477.95,0.00,0.00,329.20,354.50,354.50,0.00,0.00,771.80,831.20,831.20,0.00,0.00,6'040.65,6'505.55,6'505.55,0.00,0.00,31'511.95,33'975.65,33'975.65,0.00,0.00
RES NATION,Comptoir Immobilier,7,1'217.55,1'314.95,1'314.95,0.00,0.00,301.75,325.90,325.90,0.00,0.00,381.55,412.05,412.05,0.00,0.00,592.70,640.10,640.10,0.00,0.00,1'642.10,1'773.45,1'773.45,0.00,0.00,1'217.00,1'314.35,1'314.35,0.00,0.00,4'040.80,4'364.10,4'364.10,0.00,0.00,4'232.75,4'571.35,4'571.35,0.00,0.00,1'776.25,1'918.35,1'918.35,0.00,0.00,877.50,947.70,947.70,0.00,0.00,576.55,622.65,622.65,0.00,0.00,700.80,756.85,756.85,0.00,0.00,17'557.30,18'961.80,18'961.80,0.00,0.00,516.55,557.90,557.90,0.00,0.00,,,,,,,,,,,943.90,1'019.35,1'019.35,0.00,0.00,458.80,495.55,495.55,0.00,0.00,1'365.05,1'474.25,1'474.25,0.00,0.00,3'477.30,3'755.50,3'755.50,0.00,0.00,3'355.60,3'624.00,3'624.00,0.00,0.00,1'411.75,1'524.65,1'524.65,0.00,0.00,551.95,596.10,596.10,0.00,0.00,732.65,791.25,791.25,0.00,0.00,1'690.20,1'825.40,1'825.40,0.00,0.00,14'503.75,15'663.95,15'663.95,0.00,0.00,780.25,840.30,840.30,0.00,0.00,352.20,379.30,379.30,0.00,0.00,679.25,731.50,731.50,0.00,0.00,1'319.45,1'421.05,1'421.05,0.00,0.00,1'077.70,1'160.65,1'160.65,0.00,0.00,,,,,,4'717.50,5'080.70,5'080.70,0.00,0.00,3'023.70,3'256.50,3'256.50,0.00,0.00,1'786.40,1'923.95,1'923.95,0.00,0.00,80.00,86.15,86.15,0.00,0.00,108.30,116.65,116.65,0.00,0.00,535.55,576.80,576.80,0.00,0.00,14'460.30,15'573.55,15'573.55,0.00,0.00,1'000.45,1'077.50,1'077.50,0.00,0.00,934.20,1'006.15,1'006.15,0.00,0.00,496.80,535.05,535.05,0.00,0.00,1'312.95,1'414.05,1'414.05,0.00,0.00,639.20,688.40,688.40,0.00,0.00,2'134.50,2'298.85,2'298.85,0.00,0.00,3'248.95,3'499.15,3'499.15,0.00,0.00,3'916.30,4'217.90,4'217.90,0.00,0.00,1'312.50,1'413.60,1'413.60,0.00,0.00,433.80,467.20,467.20,0.00,0.00,386.25,416.00,416.00,0.00,0.00,-1'470.90,-1'584.15,-1'584.15,0.00,0.00,14'345.00,15'449.70,15'449.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60'866.35,65'649.00,65'649.00,0.00,0.00
ROUSSEAU,Hôtel Rousseau SA,26,2'567.80,2'773.20,2'773.20,0.00,0.00,2'203.15,2'379.40,2'379.40,0.00,0.00,4'193.20,4'528.60,4'528.60,0.00,0.00,2'529.90,2'732.35,2'732.35,0.00,0.00,3'646.45,3'938.10,3'938.10,0.00,0.00,4'326.20,4'672.25,4'672.25,0.00,0.00,3'827.30,4'133.50,4'133.50,0.00,0.00,3'951.90,4'268.15,4'268.15,0.00,0.00,4'137.90,4'469.00,4'469.00,0.00,0.00,3'982.30,4'300.85,4'300.85,0.00,0.00,3'204.25,3'460.60,3'460.60,0.00,0.00,3'920.20,4'233.80,4'233.80,0.00,0.00,42'490.55,45'889.80,45'889.80,0.00,0.00,2'575.95,2'782.05,2'782.05,0.00,0.00,2'877.60,3'107.80,3'107.80,0.00,0.00,4'353.00,4'701.20,4'701.20,0.00,0.00,4'062.40,4'387.45,4'387.45,0.00,0.00,5'031.55,5'434.05,5'434.05,0.00,0.00,4'206.30,4'542.80,4'542.80,0.00,0.00,5'008.90,5'409.60,5'409.60,0.00,0.00,4'800.45,5'184.50,5'184.50,0.00,0.00,4'013.60,4'334.65,4'334.65,0.00,0.00,4'611.10,4'980.00,4'980.00,0.00,0.00,4'381.65,4'732.20,4'732.20,0.00,0.00,5'236.15,5'655.05,5'655.05,0.00,0.00,51'158.65,55'251.35,55'251.35,0.00,0.00,3'234.15,3'483.10,3'483.10,0.00,0.00,3'993.80,4'301.30,4'301.30,0.00,0.00,5'853.10,6'303.80,6'303.80,0.00,0.00,4'318.85,4'651.45,4'651.45,0.00,0.00,5'598.70,6'029.80,6'029.80,0.00,0.00,,,,,,9'733.85,10'483.25,10'483.25,0.00,0.00,6'274.50,6'757.70,6'757.70,0.00,0.00,4'935.55,5'315.60,5'315.60,0.00,0.00,6'117.05,6'588.00,6'588.00,0.00,0.00,3'824.75,4'119.35,4'119.35,0.00,0.00,5'538.35,5'964.75,5'964.75,0.00,0.00,59'422.65,63'998.10,63'998.10,0.00,0.00,5'467.75,5'888.75,5'888.75,0.00,0.00,4'233.30,4'559.30,4'559.30,0.00,0.00,4'604.40,4'958.95,4'958.95,0.00,0.00,4'705.10,5'067.35,5'067.35,0.00,0.00,4'767.90,5'135.05,5'135.05,0.00,0.00,4'402.90,4'741.80,4'741.80,0.00,0.00,4'425.15,4'765.80,4'765.80,0.00,0.00,4'243.65,4'570.35,4'570.35,0.00,0.00,4'734.60,5'099.10,5'099.10,0.00,0.00,4'262.65,4'590.90,4'590.90,0.00,0.00,4'693.05,5'054.45,5'054.45,0.00,0.00,5'694.60,6'133.05,6'133.05,0.00,0.00,56'235.05,60'564.85,60'564.85,0.00,0.00,5'216.05,5'617.75,5'617.75,0.00,0.00,3'859.40,4'156.60,4'156.60,0.00,0.00,2'211.05,2'381.30,2'381.30,0.00,0.00,,,,,,,,,,,80.00,86.15,86.15,0.00,0.00,,,,,,,,,,,1'632.75,1'758.45,1'758.45,0.00,0.00,2'854.80,3'074.65,3'074.65,0.00,0.00,908.80,978.75,978.75,0.00,0.00,949.55,1'022.65,1'022.65,0.00,0.00,17'712.40,19'076.30,19'076.30,0.00,0.00,227'019.30,244'780.40,244'780.40,0.00,0.00
ROYAL PLAZ,Royal Plaza Montreux SA,117,,,,,,6'139.45,6'630.65,6'630.65,0.00,0.00,17'526.85,18'929.10,18'929.10,0.00,0.00,21'224.90,22'922.80,22'922.80,0.00,0.00,28'364.50,30'633.70,30'633.70,0.00,0.00,27'975.35,30'213.50,30'213.50,0.00,0.00,33'841.80,36'548.85,36'548.85,0.00,0.00,37'376.25,40'366.25,40'366.25,0.00,0.00,31'165.50,33'658.85,33'658.85,0.00,0.00,23'113.45,24'962.45,24'962.45,0.00,0.00,23'202.90,25'059.15,25'059.15,0.00,0.00,23'461.70,25'338.65,25'338.65,0.00,0.00,273'392.65,295'263.95,295'263.95,0.00,0.00,19'320.10,20'865.85,20'865.85,0.00,0.00,19'466.90,21'024.20,21'024.20,0.00,0.00,18'078.80,19'524.90,19'524.90,0.00,0.00,21'279.55,22'981.95,22'981.95,0.00,0.00,28'876.45,31'186.65,31'186.65,0.00,0.00,33'621.85,36'311.35,36'311.35,0.00,0.00,35'650.75,38'502.75,38'502.75,0.00,0.00,39'333.85,42'480.75,42'480.75,0.00,0.00,34'526.90,37'289.05,37'289.05,0.00,0.00,29'700.50,32'076.45,32'076.45,0.00,0.00,20'610.70,22'259.35,22'259.35,0.00,0.00,24'951.50,26'947.65,26'947.65,0.00,0.00,325'417.85,351'450.90,351'450.90,0.00,0.00,23'463.65,25'270.45,25'270.45,0.00,0.00,16'688.05,17'972.90,17'972.90,0.00,0.00,25'061.20,26'990.95,26'990.95,0.00,0.00,,,,,,59'740.15,64'340.25,64'340.25,0.00,0.00,,,,,,77'076.55,83'011.45,83'011.45,0.00,0.00,45'313.90,48'803.00,48'803.00,0.00,0.00,37'920.90,40'840.70,40'840.70,0.00,0.00,30'194.75,32'519.75,32'519.75,0.00,0.00,24'997.70,26'922.40,26'922.40,0.00,0.00,26'159.70,28'174.10,28'174.10,0.00,0.00,366'616.55,394'845.95,394'845.95,0.00,0.00,30'137.45,32'458.15,32'458.15,0.00,0.00,25'585.20,27'555.25,27'555.25,0.00,0.00,22'480.25,24'211.20,24'211.20,0.00,0.00,69'534.90,74'889.20,74'889.20,0.00,0.00,37'243.35,40'111.15,40'111.15,0.00,0.00,38'513.55,41'479.10,41'479.10,0.00,0.00,47'070.40,50'694.75,50'694.75,0.00,0.00,41'695.75,44'906.20,44'906.20,0.00,0.00,34'856.30,37'540.15,37'540.15,0.00,0.00,30'216.00,32'542.75,32'542.75,0.00,0.00,20'692.60,22'286.00,22'286.00,0.00,0.00,30'191.40,32'516.35,32'516.35,0.00,0.00,428'217.15,461'190.25,461'190.25,0.00,0.00,21'113.10,22'738.90,22'738.90,0.00,0.00,23'446.30,25'251.55,25'251.55,0.00,0.00,8'377.65,9'022.80,9'022.80,0.00,0.00,,,,,,,,,,,12'893.70,13'886.45,13'886.45,0.00,0.00,24'485.30,26'370.65,26'370.65,0.00,0.00,31'173.55,33'573.75,33'573.75,0.00,0.00,18'999.15,20'461.95,20'461.95,0.00,0.00,19'554.25,21'060.00,21'060.00,0.00,0.00,7'471.50,8'046.80,8'046.80,0.00,0.00,23'926.00,25'768.30,25'768.30,0.00,0.00,191'440.50,206'181.15,206'181.15,0.00,0.00,1'585'084.70,1'708'932.20,1'708'932.20,0.00,0.00
ROYAL SAVO,Hôtel Royal Savoy,50,18'589.50,20'076.45,20'076.45,0.00,0.00,4'995.05,5'394.75,5'394.75,0.00,0.00,7'091.75,7'659.15,7'659.15,0.00,0.00,10'333.15,11'159.75,11'159.75,0.00,0.00,11'659.95,12'592.70,12'592.70,0.00,0.00,16'667.30,18'000.60,18'000.60,0.00,0.00,17'605.30,19'013.75,19'013.75,0.00,0.00,15'219.50,16'437.15,16'437.15,0.00,0.00,18'320.95,19'786.65,19'786.65,0.00,0.00,14'096.30,15'223.90,15'223.90,0.00,0.00,14'197.45,15'333.25,15'333.25,0.00,0.00,8'659.75,9'352.55,9'352.55,0.00,0.00,157'435.95,170'030.65,170'030.65,0.00,0.00,10'125.65,10'935.75,10'935.75,0.00,0.00,12'896.15,13'927.90,13'927.90,0.00,0.00,14'128.65,15'259.05,15'259.05,0.00,0.00,10'879.50,11'749.80,11'749.80,0.00,0.00,17'036.95,18'399.90,18'399.90,0.00,0.00,18'924.85,20'438.85,20'438.85,0.00,0.00,24'613.40,26'582.35,26'582.35,0.00,0.00,22'142.75,23'914.15,23'914.15,0.00,0.00,21'007.15,22'687.65,22'687.65,0.00,0.00,3'061.45,3'306.45,3'306.45,0.00,0.00,,,,,,,,,,,154'816.50,167'201.85,167'201.85,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312'252.45,337'232.50,337'232.50,0.00,0.00
