,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,Grand Total,,,,
ALPHA HOTE,Horego AG,131,3'638.65,3'929.75,3'929.75,0.00,0.00,3'943.35,4'258.85,4'258.85,0.00,0.00,3'915.65,4'228.85,4'228.85,0.00,0.00,4'460.20,4'816.95,4'816.95,0.00,0.00,4'363.95,4'713.00,4'713.00,0.00,0.00,5'195.25,5'610.80,5'610.80,0.00,0.00,4'526.30,4'888.40,4'888.40,0.00,0.00,5'245.75,5'665.30,5'665.30,0.00,0.00,4'805.80,5'190.20,5'190.20,0.00,0.00,4'507.15,4'867.70,4'867.70,0.00,0.00,4'827.00,5'213.20,5'213.20,0.00,0.00,1'992.20,2'151.55,2'151.55,0.00,0.00,51'421.25,55'534.55,55'534.55,0.00,0.00,3'699.40,3'995.35,3'995.35,0.00,0.00,1'440.65,1'556.00,1'556.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'140.05,5'551.35,5'551.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56'561.30,61'085.90,61'085.90,0.00,0.00
AMBASSADOR,Hôtel Ambassador,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.70,932.35,932.35,0.00,0.00,865.70,932.35,932.35,0.00,0.00,1'517.35,1'634.05,1'634.05,0.00,0.00,1'452.75,1'564.35,1'564.35,0.00,0.00,1'790.70,1'928.55,1'928.55,0.00,0.00,1'680.25,1'809.40,1'809.40,0.00,0.00,1'705.95,1'837.40,1'837.40,0.00,0.00,1'818.80,1'958.95,1'958.95,0.00,0.00,3'329.10,3'585.55,3'585.55,0.00,0.00,2'277.25,2'452.60,2'452.60,0.00,0.00,2'855.90,3'075.75,3'075.75,0.00,0.00,2'168.60,2'335.60,2'335.60,0.00,0.00,2'082.95,2'243.20,2'243.20,0.00,0.00,1'437.35,1'548.00,1'548.00,0.00,0.00,24'116.95,25'973.40,25'973.40,0.00,0.00,2'231.90,2'403.65,2'403.65,0.00,0.00,1'877.05,2'021.70,2'021.70,0.00,0.00,822.55,885.85,885.85,0.00,0.00,,,,,,,,,,,1'394.10,1'501.50,1'501.50,0.00,0.00,2'545.65,2'741.80,2'741.80,0.00,0.00,1'574.45,1'695.55,1'695.55,0.00,0.00,2'616.55,2'818.10,2'818.10,0.00,0.00,661.00,711.80,711.80,0.00,0.00,1'588.10,1'710.45,1'710.45,0.00,0.00,633.35,682.05,682.05,0.00,0.00,15'944.70,17'172.45,17'172.45,0.00,0.00,40'927.35,44'078.20,44'078.20,0.00,0.00
,The Ambassador,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.55,122.65,122.65,0.00,0.00,113.55,122.65,122.65,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.55,122.65,122.65,0.00,0.00
AMBASSADOR Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.55,122.65,122.65,0.00,0.00,113.55,122.65,122.65,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.70,932.35,932.35,0.00,0.00,865.70,932.35,932.35,0.00,0.00,1'517.35,1'634.05,1'634.05,0.00,0.00,1'452.75,1'564.35,1'564.35,0.00,0.00,1'790.70,1'928.55,1'928.55,0.00,0.00,1'680.25,1'809.40,1'809.40,0.00,0.00,1'705.95,1'837.40,1'837.40,0.00,0.00,1'818.80,1'958.95,1'958.95,0.00,0.00,3'329.10,3'585.55,3'585.55,0.00,0.00,2'277.25,2'452.60,2'452.60,0.00,0.00,2'855.90,3'075.75,3'075.75,0.00,0.00,2'168.60,2'335.60,2'335.60,0.00,0.00,2'082.95,2'243.20,2'243.20,0.00,0.00,1'437.35,1'548.00,1'548.00,0.00,0.00,24'116.95,25'973.40,25'973.40,0.00,0.00,2'231.90,2'403.65,2'403.65,0.00,0.00,1'877.05,2'021.70,2'021.70,0.00,0.00,822.55,885.85,885.85,0.00,0.00,,,,,,,,,,,1'394.10,1'501.50,1'501.50,0.00,0.00,2'545.65,2'741.80,2'741.80,0.00,0.00,1'574.45,1'695.55,1'695.55,0.00,0.00,2'616.55,2'818.10,2'818.10,0.00,0.00,661.00,711.80,711.80,0.00,0.00,1'588.10,1'710.45,1'710.45,0.00,0.00,633.35,682.05,682.05,0.00,0.00,15'944.70,17'172.45,17'172.45,0.00,0.00,41'040.90,44'200.85,44'200.85,0.00,0.00
ANGLETERRE,Beau Rivage Palace,564,11'750.20,12'690.25,12'690.25,0.00,0.00,12'660.10,13'672.80,13'672.80,0.00,0.00,13'448.80,14'524.70,14'524.70,0.00,0.00,13'001.50,14'041.70,14'041.70,0.00,0.00,,,,,,13'497.90,14'577.70,14'577.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64'358.50,69'507.15,69'507.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64'358.50,69'507.15,69'507.15,0.00,0.00
AQUAPARC,Aquaparc Le Bouveret,49,216.00,233.30,233.30,0.00,0.00,,,,,,222.00,239.75,239.75,0.00,0.00,263.00,284.05,284.05,0.00,0.00,173.00,186.85,186.85,0.00,0.00,116.00,125.30,125.30,0.00,0.00,233.00,251.65,251.65,0.00,0.00,637.00,688.00,688.00,0.00,0.00,104.00,112.30,112.30,0.00,0.00,259.00,279.70,279.70,0.00,0.00,139.00,150.10,150.10,0.00,0.00,16.00,17.30,17.30,0.00,0.00,2'378.00,2'568.30,2'568.30,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'378.00,2'568.30,2'568.30,0.00,0.00
ATELIER BR,Restaurant Atelier Brunet,97,220.00,237.65,237.65,0.00,0.00,248.00,267.80,267.80,0.00,0.00,387.10,418.05,418.05,0.00,0.00,303.10,327.35,327.35,0.00,0.00,427.30,461.50,461.50,0.00,0.00,388.60,419.65,419.65,0.00,0.00,220.00,237.60,237.60,0.00,0.00,332.00,358.50,358.50,0.00,0.00,325.00,351.00,351.00,0.00,0.00,276.00,298.05,298.05,0.00,0.00,276.00,298.05,298.05,0.00,0.00,192.00,207.35,207.35,0.00,0.00,3'595.10,3'882.55,3'882.55,0.00,0.00,248.00,267.80,267.80,0.00,0.00,208.00,224.60,224.60,0.00,0.00,206.00,222.45,222.45,0.00,0.00,262.00,283.00,283.00,0.00,0.00,304.00,328.35,328.35,0.00,0.00,276.00,298.10,298.10,0.00,0.00,164.00,177.10,177.10,0.00,0.00,304.00,328.30,328.30,0.00,0.00,228.00,246.20,246.20,0.00,0.00,164.00,177.10,177.10,0.00,0.00,248.00,267.80,267.80,0.00,0.00,150.00,162.00,162.00,0.00,0.00,2'762.00,2'982.80,2'982.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6'357.10,6'865.35,6'865.35,0.00,0.00
ATHMOS,Tulac Athmos Sàrl - Hôtel Athmos,318,3'334.40,3'601.15,3'601.15,0.00,0.00,2'485.25,2'684.10,2'684.10,0.00,0.00,5'199.25,5'615.15,5'615.15,0.00,0.00,4'112.05,4'440.95,4'440.95,0.00,0.00,5'084.15,5'490.90,5'490.90,0.00,0.00,5'243.50,5'663.00,5'663.00,0.00,0.00,3'792.85,4'096.30,4'096.30,0.00,0.00,5'195.20,5'610.80,5'610.80,0.00,0.00,6'492.65,7'012.05,7'012.05,0.00,0.00,6'326.10,6'832.20,6'832.20,0.00,0.00,5'734.80,6'193.60,6'193.60,0.00,0.00,3'519.40,3'801.00,3'801.00,0.00,0.00,56'519.60,61'041.20,61'041.20,0.00,0.00,1'804.00,1'948.35,1'948.35,0.00,0.00,2'148.10,2'319.90,2'319.90,0.00,0.00,5'245.30,5'664.95,5'664.95,0.00,0.00,5'340.10,5'767.30,5'767.30,0.00,0.00,3'681.00,3'975.45,3'975.45,0.00,0.00,5'123.35,5'533.20,5'533.20,0.00,0.00,3'229.55,3'487.95,3'487.95,0.00,0.00,6'116.45,6'605.65,6'605.65,0.00,0.00,5'012.25,5'413.25,5'413.25,0.00,0.00,4'332.20,4'678.80,4'678.80,0.00,0.00,6'978.80,7'537.10,7'537.10,0.00,0.00,2'339.40,2'526.55,2'526.55,0.00,0.00,51'350.50,55'458.45,55'458.45,0.00,0.00,3'857.95,4'155.00,4'155.00,0.00,0.00,3'190.15,3'435.70,3'435.70,0.00,0.00,3'797.75,4'090.15,4'090.15,0.00,0.00,4'185.05,4'507.20,4'507.20,0.00,0.00,5'402.15,5'818.10,5'818.10,0.00,0.00,,,,,,10'322.85,11'117.65,11'117.65,0.00,0.00,4'199.35,4'522.70,4'522.70,0.00,0.00,6'252.45,6'733.75,6'733.75,0.00,0.00,10'745.70,11'572.80,11'572.80,0.00,0.00,4'706.15,5'068.50,5'068.50,0.00,0.00,2'290.45,2'466.80,2'466.80,0.00,0.00,58'950.00,63'488.35,63'488.35,0.00,0.00,2'859.65,3'079.85,3'079.85,0.00,0.00,4'566.25,4'917.85,4'917.85,0.00,0.00,5'600.45,6'031.50,6'031.50,0.00,0.00,6'170.35,6'645.50,6'645.50,0.00,0.00,4'357.35,4'692.80,4'692.80,0.00,0.00,5'336.65,5'747.50,5'747.50,0.00,0.00,5'680.00,6'117.35,6'117.35,0.00,0.00,6'022.60,6'486.35,6'486.35,0.00,0.00,6'238.00,6'718.40,6'718.40,0.00,0.00,4'921.20,5'300.10,5'300.10,0.00,0.00,3'477.60,3'745.35,3'745.35,0.00,0.00,3'633.25,3'913.05,3'913.05,0.00,0.00,58'863.35,63'395.60,63'395.60,0.00,0.00,1'636.25,1'762.35,1'762.35,0.00,0.00,4'834.25,5'206.60,5'206.60,0.00,0.00,1'178.60,1'269.35,1'269.35,0.00,0.00,1'442.05,1'553.10,1'553.10,0.00,0.00,1'869.80,2'013.75,2'013.75,0.00,0.00,3'864.70,4'162.25,4'162.25,0.00,0.00,6'563.65,7'069.05,7'069.05,0.00,0.00,4'726.25,5'090.15,5'090.15,0.00,0.00,5'532.85,5'958.90,5'958.90,0.00,0.00,2'192.65,2'361.45,2'361.45,0.00,0.00,395.95,426.40,426.40,0.00,0.00,613.70,660.95,660.95,0.00,0.00,34'850.70,37'534.30,37'534.30,0.00,0.00,260'534.15,280'917.90,280'917.90,0.00,0.00
AUB. RIVAZ,Auberge de Rivaz,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'442.50,2'630.45,2'630.45,0.00,0.00,,,,,,4'638.15,4'994.65,4'994.65,0.00,0.00,2'472.80,2'662.70,2'662.70,0.00,0.00,842.95,907.95,907.95,0.00,0.00,1'687.90,1'817.80,1'817.80,0.00,0.00,835.80,900.15,900.15,0.00,0.00,654.45,704.75,704.75,0.00,0.00,13'574.55,14'618.45,14'618.45,0.00,0.00,260.00,280.00,280.00,0.00,0.00,1'058.05,1'139.40,1'139.40,0.00,0.00,908.25,978.05,978.05,0.00,0.00,1'670.00,1'798.45,1'798.45,0.00,0.00,2'053.80,2'211.80,2'211.80,0.00,0.00,3'341.25,3'598.25,3'598.25,0.00,0.00,3'649.10,3'929.60,3'929.60,0.00,0.00,2'402.85,2'587.60,2'587.60,0.00,0.00,2'261.10,2'435.00,2'435.00,0.00,0.00,1'664.80,1'792.80,1'792.80,0.00,0.00,1'308.25,1'408.70,1'408.70,0.00,0.00,410.00,441.45,441.45,0.00,0.00,20'987.45,22'601.10,22'601.10,0.00,0.00,,,,,,513.20,552.65,552.65,0.00,0.00,597.20,643.15,643.15,0.00,0.00,,,,,,616.30,663.95,663.95,0.00,0.00,836.00,900.30,900.30,0.00,0.00,1'733.00,1'866.40,1'866.40,0.00,0.00,1'317.80,1'419.35,1'419.35,0.00,0.00,1'196.00,1'288.00,1'288.00,0.00,0.00,375.40,404.30,404.30,0.00,0.00,,,,,,,,,,,7'184.90,7'738.10,7'738.10,0.00,0.00,41'746.90,44'957.65,44'957.65,0.00,0.00
AVANTHAY,Avanthay & Partners,113,,,,,,,,,,,,,,,,,,,,,,,,,,894.75,966.35,966.35,0.00,0.00,534.75,577.50,577.50,0.00,0.00,976.10,1'054.15,1'054.15,0.00,0.00,,,,,,216.00,233.30,233.30,0.00,0.00,1'010.55,1'091.40,1'091.40,0.00,0.00,1'497.35,1'617.15,1'617.15,0.00,0.00,5'129.50,5'539.85,5'539.85,0.00,0.00,1'075.80,1'161.85,1'161.85,0.00,0.00,1'983.50,2'142.20,2'142.20,0.00,0.00,1'105.35,1'193.80,1'193.80,0.00,0.00,,,,,,,,,,,,,,,,1'041.15,1'124.45,1'124.45,0.00,0.00,554.40,598.75,598.75,0.00,0.00,272.15,293.90,293.90,0.00,0.00,1'800.45,1'944.45,1'944.45,0.00,0.00,715.85,773.10,773.10,0.00,0.00,1'102.90,1'191.15,1'191.15,0.00,0.00,9'651.55,10'423.65,10'423.65,0.00,0.00,3'668.20,3'950.70,3'950.70,0.00,0.00,1'237.45,1'332.75,1'332.75,0.00,0.00,526.90,567.45,567.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,86.15,86.15,0.00,0.00,,,,,,,,,,,5'512.55,5'937.05,5'937.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20'293.60,21'900.55,21'900.55,0.00,0.00
BAINS VAL,La Générale de,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.35,271.45,271.45,0.00,0.00,251.35,271.45,271.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.35,271.45,271.45,0.00,0.00
BALZAC,CENTRAL STAY SA,466,2'236.50,2'415.45,2'415.45,0.00,0.00,2'238.50,2'417.55,2'417.55,0.00,0.00,2'958.95,3'195.65,3'195.65,0.00,0.00,2'745.15,2'964.80,2'964.80,0.00,0.00,2'893.30,3'124.75,3'124.75,0.00,0.00,3'280.20,3'542.55,3'542.55,0.00,0.00,3'286.90,3'549.90,3'549.90,0.00,0.00,2'803.30,3'027.55,3'027.55,0.00,0.00,3'175.50,3'429.55,3'429.55,0.00,0.00,3'558.20,3'842.85,3'842.85,0.00,0.00,2'235.00,2'413.80,2'413.80,0.00,0.00,2'196.75,2'372.45,2'372.45,0.00,0.00,33'608.25,36'296.85,36'296.85,0.00,0.00,2'502.10,2'702.30,2'702.30,0.00,0.00,2'029.85,2'192.25,2'192.25,0.00,0.00,2'428.85,2'623.10,2'623.10,0.00,0.00,2'623.15,2'833.00,2'833.00,0.00,0.00,2'994.55,3'234.15,3'234.15,0.00,0.00,3'645.45,3'937.10,3'937.10,0.00,0.00,3'015.05,3'256.25,3'256.25,0.00,0.00,2'574.95,2'781.00,2'781.00,0.00,0.00,2'918.80,3'152.25,3'152.25,0.00,0.00,3'137.55,3'388.60,3'388.60,0.00,0.00,2'220.70,2'398.35,2'398.35,0.00,0.00,2'063.65,2'228.70,2'228.70,0.00,0.00,32'154.65,34'727.05,34'727.05,0.00,0.00,2'225.45,2'396.75,2'396.75,0.00,0.00,2'694.60,2'902.05,2'902.05,0.00,0.00,2'212.45,2'382.75,2'382.75,0.00,0.00,2'306.50,2'484.10,2'484.10,0.00,0.00,2'661.65,2'866.55,2'866.55,0.00,0.00,,,,,,4'802.40,5'172.10,5'172.10,0.00,0.00,2'831.65,3'049.60,3'049.60,0.00,0.00,2'452.90,2'641.70,2'641.70,0.00,0.00,2'809.65,3'025.95,3'025.95,0.00,0.00,3'212.25,3'459.50,3'459.50,0.00,0.00,2'964.45,3'192.70,3'192.70,0.00,0.00,31'173.95,33'573.75,33'573.75,0.00,0.00,2'170.90,2'338.05,2'338.05,0.00,0.00,3'292.80,3'546.30,3'546.30,0.00,0.00,3'024.40,3'257.25,3'257.25,0.00,0.00,2'571.80,2'769.75,2'769.75,0.00,0.00,2'385.35,2'569.00,2'569.00,0.00,0.00,2'514.65,2'708.30,2'708.30,0.00,0.00,3'373.95,3'633.70,3'633.70,0.00,0.00,3'915.45,4'216.90,4'216.90,0.00,0.00,3'374.30,3'634.10,3'634.10,0.00,0.00,2'531.55,2'726.45,2'726.45,0.00,0.00,2'058.75,2'217.20,2'217.20,0.00,0.00,2'759.00,2'971.45,2'971.45,0.00,0.00,33'972.90,36'588.45,36'588.45,0.00,0.00,3'024.80,3'257.65,3'257.65,0.00,0.00,2'218.15,2'388.90,2'388.90,0.00,0.00,2'053.50,2'211.60,2'211.60,0.00,0.00,2'385.65,2'569.30,2'569.30,0.00,0.00,990.40,1'066.65,1'066.65,0.00,0.00,3'090.95,3'328.90,3'328.90,0.00,0.00,2'339.30,2'519.40,2'519.40,0.00,0.00,1'814.25,1'953.90,1'953.90,0.00,0.00,3'462.30,3'728.80,3'728.80,0.00,0.00,1'833.15,1'974.30,1'974.30,0.00,0.00,2'565.70,2'763.20,2'763.20,0.00,0.00,2'291.50,2'467.95,2'467.95,0.00,0.00,28'069.65,30'230.55,30'230.55,0.00,0.00,158'979.40,171'416.65,171'416.65,0.00,0.00
BARCAROLLE,Hôtel La Barcarolle,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.65,404.60,404.60,0.00,0.00,374.65,404.60,404.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.65,404.60,404.60,0.00,0.00
BEATFITNES,BEAT FITNESS SA,6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.50,881.55,881.55,0.00,0.00,1'656.10,1'783.55,1'783.55,0.00,0.00,1'743.50,1'877.70,1'877.70,0.00,0.00,2'439.15,2'626.90,2'626.90,0.00,0.00,1'962.65,2'113.75,2'113.75,0.00,0.00,1'481.55,1'595.65,1'595.65,0.00,0.00,10'101.45,10'879.10,10'879.10,0.00,0.00,1'723.30,1'855.90,1'855.90,0.00,0.00,1'892.55,2'038.20,2'038.20,0.00,0.00,1'199.10,1'291.40,1'291.40,0.00,0.00,,,,,,,,,,,241.95,260.55,260.55,0.00,0.00,1'265.25,1'362.60,1'362.60,0.00,0.00,1'365.00,1'470.05,1'470.05,0.00,0.00,1'150.25,1'238.75,1'238.75,0.00,0.00,1'277.35,1'375.75,1'375.75,0.00,0.00,523.75,564.10,564.10,0.00,0.00,,,,,,10'638.50,11'457.30,11'457.30,0.00,0.00,20'739.95,22'336.40,22'336.40,0.00,0.00
BEAUSITE H,Hôtel Beausite,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'892.00,2'043.40,2'043.40,0.00,0.00,1'332.60,1'439.20,1'439.20,0.00,0.00,1'289.60,1'392.80,1'392.80,0.00,0.00,1'171.60,1'265.35,1'265.35,0.00,0.00,5'685.80,6'140.75,6'140.75,0.00,0.00,661.20,714.10,714.10,0.00,0.00,1'020.40,1'102.05,1'102.05,0.00,0.00,1'037.80,1'120.85,1'120.85,0.00,0.00,1'210.60,1'307.40,1'307.40,0.00,0.00,1'081.60,1'168.05,1'168.05,0.00,0.00,1'623.00,1'752.85,1'752.85,0.00,0.00,1'289.40,1'392.55,1'392.55,0.00,0.00,1'558.00,1'682.65,1'682.65,0.00,0.00,1'263.60,1'364.75,1'364.75,0.00,0.00,1'802.40,1'946.60,1'946.60,0.00,0.00,1'184.30,1'279.05,1'279.05,0.00,0.00,673.70,727.60,727.60,0.00,0.00,14'406.00,15'558.50,15'558.50,0.00,0.00,850.60,916.15,916.15,0.00,0.00,877.60,945.20,945.20,0.00,0.00,1'564.00,1'684.40,1'684.40,0.00,0.00,1'239.10,1'334.55,1'334.55,0.00,0.00,1'752.00,1'887.00,1'887.00,0.00,0.00,,,,,,3'197.20,3'443.45,3'443.45,0.00,0.00,731.20,787.55,787.55,0.00,0.00,1'618.10,1'742.70,1'742.70,0.00,0.00,1'573.80,1'695.05,1'695.05,0.00,0.00,1'207.70,1'300.70,1'300.70,0.00,0.00,620.30,668.05,668.05,0.00,0.00,15'231.60,16'404.80,16'404.80,0.00,0.00,668.90,720.40,720.40,0.00,0.00,751.90,809.80,809.80,0.00,0.00,1'489.40,1'604.10,1'604.10,0.00,0.00,1'783.40,1'920.70,1'920.70,0.00,0.00,1'277.00,1'375.35,1'375.35,0.00,0.00,1'860.70,2'004.00,2'004.00,0.00,0.00,2'114.10,2'276.90,2'276.90,0.00,0.00,1'563.50,1'683.90,1'683.90,0.00,0.00,2'103.90,2'265.90,2'265.90,0.00,0.00,1'721.40,1'854.00,1'854.00,0.00,0.00,1'786.10,1'923.65,1'923.65,0.00,0.00,1'264.30,1'361.70,1'361.70,0.00,0.00,18'384.60,19'800.40,19'800.40,0.00,0.00,1'581.40,1'703.15,1'703.15,0.00,0.00,670.60,722.30,722.30,0.00,0.00,786.50,847.10,847.10,0.00,0.00,664.40,715.60,715.60,0.00,0.00,686.10,738.95,738.95,0.00,0.00,829.80,893.70,893.70,0.00,0.00,1'508.80,1'625.00,1'625.00,0.00,0.00,976.30,1'051.50,1'051.50,0.00,0.00,1'209.70,1'302.85,1'302.85,0.00,0.00,833.50,897.70,897.70,0.00,0.00,724.60,780.45,780.45,0.00,0.00,717.80,773.10,773.10,0.00,0.00,11'189.50,12'051.40,12'051.40,0.00,0.00,64'897.50,69'955.85,69'955.85,0.00,0.00
